source,target,weight
3,12104,1
6,12020,1
8,11319,2
15,10616,1
16,14091,7
17,12396,1
21,13335,1
21,13452,1
24,10372,1
26,14124,2
29,11992,1
30,9181,1
36,9520,1
38,14088,2
45,13327,3
49,10810,2
58,12136,2
59,12091,5
77,8852,4
80,10471,3
85,12443,2
90,12728,1
95,11562,1
96,9268,1
97,8344,1
97,11905,4
98,9831,1
101,14910,1
113,11274,1
115,501,1
116,9997,3
116,12657,2
119,13223,1
120,12121,1
124,14108,1
125,8833,1
126,10533,1
128,12339,1
131,5738,1
137,13869,1
143,8787,1
146,13091,3
147,14923,2
149,14189,2
149,10577,1
149,10241,1
156,14823,1
159,13399,3
169,3392,1
172,7933,1
176,8206,1
181,4785,1
181,6469,1
182,7539,1
185,13346,1
187,9844,1
195,10858,1
202,10605,1
212,8599,1
214,9836,1
214,11673,1
221,10728,1
226,14466,1
227,8253,2
227,12990,1
237,13536,1
240,9313,2
246,11857,1
251,13096,2
252,12905,1
255,8600,1
258,12812,1
262,13004,1
263,8894,2
265,12101,1
270,12242,1
271,14205,1
278,14251,2
282,9283,1
289,14551,1
289,10859,2
290,11188,2
291,8141,1
295,3948,1
297,14403,1
298,12285,1
302,7940,1
303,11403,3
305,8295,1
306,11096,1
307,14286,1
308,9588,1
309,12922,1
314,8820,1
314,9084,1
319,1862,1
319,2155,1
321,9418,1
322,12994,1
324,10137,1
330,13347,1
331,7813,1
336,10459,3
344,14077,1
353,9303,1
355,9802,1
363,9264,1
366,9872,1
367,8632,2
370,13496,1
374,9335,2
375,12803,1
377,14476,1
379,12978,1
379,13627,1
381,3510,3
390,14211,1
392,8556,1
399,7992,1
403,14930,1
409,5280,2
414,11684,2
414,14759,1
421,10448,1
422,12601,1
434,12579,1
435,9422,1
436,14723,1
437,12593,1
442,10207,1
445,10379,1
446,2524,1
452,7951,1
453,11305,1
457,13095,4
459,13786,3
460,13383,1
464,12405,1
466,13283,3
468,12572,1
476,14073,1
480,13574,2
482,10911,1
483,14856,9
484,8932,1
485,12120,1
486,12197,2
487,7645,3
495,13618,2
497,8697,1
499,13410,1
504,13361,3
509,13090,3
511,10843,4
520,14107,1
521,11444,1
522,10556,4
524,13543,1
530,12039,3
531,7583,1
536,13789,3
537,14690,1
549,9763,1
554,9597,5
555,13065,3
560,11957,1
562,14686,1
564,8473,1
567,13787,4
572,8504,11
574,12910,1
578,14227,3
579,14678,1
582,8329,1
594,14615,8
600,12967,1
600,11450,2
601,14691,1
603,13142,2
605,10244,1
606,13737,1
606,1371,1
606,4680,1
610,14045,2
619,12486,1
622,3377,1
623,14980,1
628,14716,4
632,8081,1
633,13318,2
635,9741,1
638,10623,1
641,11672,2
644,10505,1
646,13955,2
649,9625,1
650,9269,13
654,913,2
657,8095,1
657,10033,1
659,8685,1
664,13697,14
668,11116,1
677,14816,1
685,14082,1
688,11697,2
689,9651,1
689,12916,2
694,3726,1
697,13703,1
698,13648,1
706,12864,1
707,8367,1
707,8791,1
708,8334,7
709,12538,1
715,9898,1
719,1496,1
720,9555,1
721,7533,1
721,14626,1
726,12523,2
727,11339,1
729,13337,3
730,11179,1
745,10366,1
748,8570,2
749,8408,3
