source,target,weight
6,8706,1
7,9686,4
8,11319,1
11,4218,1
12,12954,3
15,10616,1
18,11630,1
26,12143,1
27,13273,3
34,14618,4
35,9006,4
38,14088,1
39,11933,1
44,11092,1
45,13327,5
51,11119,3
56,9546,1
57,8694,1
58,11347,1
70,12408,2
72,10396,2
75,13169,1
77,8852,1
80,10471,3
81,10627,1
85,12443,1
90,12728,2
94,11879,1
97,12755,1
97,8344,2
100,1705,1
106,10163,1
107,9639,1
114,9834,3
115,10505,1
115,703,1
115,1514,1
116,9997,2
118,8415,1
121,7802,1
122,7640,1
123,7939,3
125,8833,2
126,7590,1
126,10533,1
127,8341,1
129,8334,1
129,14932,1
130,12583,1
138,9422,1
142,4903,1
146,13062,2
146,13091,2
150,8281,1
159,13399,1
160,8109,1
165,14773,1
172,7933,2
176,13229,10
176,8206,2
186,11718,5
187,7865,1
189,14966,2
194,10200,1
200,10715,1
203,11131,1
204,9739,1
216,12184,1
222,13865,1
223,1691,1
225,3048,1
226,14466,1
227,8253,1
228,11560,1
235,10416,1
237,13536,1
237,12996,1
238,8761,1
239,8374,1
241,7598,1
244,14805,1
247,12443,1
254,14796,2
255,8600,1
256,12040,11
259,8230,1
262,7578,1
266,11537,1
272,8307,1
274,7740,1
278,14251,4
278,13432,1
279,13119,1
282,9148,2
282,9786,1
285,11332,1
288,10594,2
289,10859,1
291,10077,1
292,1026,2
293,12150,1
294,10831,1
295,3948,1
297,14403,2
298,12285,1
298,8532,1
300,7887,1
302,7940,2
302,12507,3
306,11096,1
307,14286,1
314,8820,4
317,9944,1
325,13594,6
328,13017,1
329,8950,1
330,11787,1
331,8890,1
337,12573,2
340,12005,1
344,14077,1
353,9303,1
353,13740,2
357,13051,1
362,12938,3
363,9264,1
364,10216,1
365,7563,1
367,8632,1
369,1701,1
370,13496,1
371,11107,1
372,12313,1
373,11678,2
377,8923,1
377,12645,1
379,13627,7
384,11758,2
397,10230,3
399,7992,2
414,11377,1
417,11076,3
422,11878,1
424,11720,1
427,8992,1
430,7039,1
434,12579,1
435,9422,1
437,7834,1
443,10189,1
443,8502,1
444,11447,1
445,10379,1
447,11532,1
449,12086,1
454,11955,2
456,5444,1
459,12533,1
466,13283,2
466,8038,1
475,14998,1
476,14073,1
477,12830,4
479,11763,2
481,9162,1
484,8932,1
488,8619,1
497,8697,3
499,13410,1
504,13361,2
505,7895,1
514,11311,1
518,13562,1
522,12547,1
523,13350,2
524,13543,9
