source,target,weight
7,9686,2
8,11319,1
11,4218,1
12,12954,1
13,11589,1
16,14091,1
19,14546,2
26,14124,1
27,13273,2
29,10998,1
34,14618,2
35,9006,5
38,14088,1
43,12023,1
45,13327,1
51,11119,1
53,8539,1
57,8694,1
62,8301,1
64,10309,1
70,12408,1
71,9391,1
72,6804,1
74,12444,1
75,13169,1
77,8852,1
81,14843,1
82,12477,1
85,12443,1
97,8344,1
98,9831,2
100,1705,1
101,14910,1
114,9834,3
115,10505,1
116,9997,2
116,12657,5
118,8415,1
121,7802,2
123,7939,1
126,10911,1
129,14932,1
139,14873,3
140,11678,1
146,13091,1
149,14189,2
152,13126,1
155,9788,1
160,8109,1
161,4991,1
166,12135,3
172,7933,1
176,13229,1
183,7707,1
185,13346,1
195,10858,1
203,8721,1
203,11131,2
204,9739,2
206,11623,1
216,12184,2
220,14361,1
225,3048,1
230,11244,1
232,401,1
235,10416,2
238,8761,1
244,14805,2
246,8126,1
247,12443,5
249,13938,1
253,8892,1
254,14697,1
254,14796,1
256,10502,1
259,8230,1
263,12765,1
266,8729,1
272,9317,1
272,8307,1
278,11170,1
278,13432,2
281,8084,1
282,9786,1
288,10594,1
291,10077,3
292,1026,2
293,12150,1
294,10831,2
297,14403,2
298,12285,2
298,13213,1
300,7887,1
302,7940,2
306,12857,1
306,11096,1
307,14286,2
308,9588,1
310,7586,1
311,7727,1
314,8820,1
317,9944,1
325,13594,4
329,9072,1
331,7813,2
332,13460,1
335,8578,1
335,8280,2
337,12573,1
344,14077,1
350,14607,2
355,13779,1
367,8632,2
371,11107,1
377,12645,1
378,9145,1
379,13627,3
386,12105,1
390,14211,1
390,13221,1
393,7973,1
397,10230,1
399,7992,3
407,13749,1
408,12146,1
411,7887,1
414,11377,1
420,8051,1
421,10448,1
422,11878,2
424,11720,1
430,7039,1
431,12789,2
442,10207,1
447,8713,1
454,11955,1
466,13283,1
466,8038,1
470,7831,1
475,14998,1
484,8932,1
488,8619,1
488,8199,1
494,13551,1
499,13410,1
500,14581,1
504,13361,1
509,8163,2
509,12225,1
510,14702,1
514,10073,2
518,13562,1
520,14107,1
522,12547,2
523,13350,1
524,13543,4
530,12039,2
537,10542,1
543,5735,1
548,12163,1
550,11958,1
552,7985,1
553,2132,1
561,12755,1
564,8473,1
568,14913,4
569,9018,1
574,12910,3
580,10330,1
580,9345,1
582,8329,2
590,1982,1
593,13915,2
595,9538,3
596,11374,1
603,13142,2
606,13737,1
609,12599,1
614,12307,2
617,14083,2
618,8117,1
619,8102,1
626,8601,1
628,11984,1
630,6558,1
634,11157,1
639,13356,1
641,11672,1
645,1675,1
650,9269,2
650,9086,1
657,8095,1
657,10033,1
659,8685,1
662,10847,2
668,11116,1
673,11648,1
678,7797,1
679,7589,1
681,8715,1
684,11969,1
685,14567,1
686,14742,1
689,9651,1
693,11740,1
695,8714,1
700,9385,2
701,11680,2
702,8009,1
703,11816,1
709,12538,2
709,7914,1
714,14381,1
715,12401,1
720,9555,1
721,14626,1
726,8602,1
733,13540,1
734,13518,1
736,13162,4
740,11777,1
741,8532,1
743,12669,1
749,8136,4
750,13310,1
761,9940,3
765,9909,1
771,8674,1
776,13419,1
782,13114,1
789,13847,1
791,11786,1
794,11012,1
798,7795,1
800,13402,1
801,12749,2
803,8131,1
805,11641,1
814,13823,1
816,5723,1
821,11134,1
823,12336,1
827,10871,1
827,11354,1
829,7849,3
831,13525,1
832,10892,1
841,12766,1
842,9564,5
846,10156,1
847,12935,1
852,14660,2
854,12130,4
856,8366,2
859,12133,2
863,9860,1
868,11432,1
869,7711,1
871,13051,1
877,8025,1
878,11484,1
880,10104,1
885,11970,2
888,10738,1
890,7950,6
892,11176,4
893,13373,1
898,8625,1
898,8227,1
898,9149,1
898,13993,1
899,12444,1
902,8454,1
908,12127,1
908,8958,1
910,14189,1
920,12452,3
922,12090,4
925,9599,1
926,12108,1
930,12455,1
932,10499,1
933,13812,1
939,10852,1
941,13696,1
945,13349,2
946,8841,1
951,8738,1
953,8959,1
954,3499,6
960,8352,1
965,9349,1
968,13405,1
969,13038,3
971,9165,1
979,13846,1
985,1866,1
986,9115,1
990,12668,1
991,11930,1
993,12063,1
994,5049,1
1004,9918,3
1009,9596,3
1015,12804,1
1018,9561,1
1018,8245,1
1019,7836,1
1019,10204,1
1023,12385,2
1024,14893,3
1025,9892,1
1027,14915,2
1028,11060,4
1028,10294,1
1035,14980,2
1035,9127,2
1041,9896,1
1041,8394,1
1041,13296,1
1049,13129,1
1051,13128,2
1061,10005,1
1069,8880,1
1072,14242,1
1074,10765,1
1074,13022,1
1077,7706,1
1079,14067,1
1083,14488,1
1085,14213,1
1085,14312,3
1085,14319,5
1089,12752,1
1090,9231,1
1093,12479,5
1096,9697,1
1097,14403,1
1101,9357,1
1102,8567,1
1105,9791,1
1106,12305,3
1106,9300,1
1114,2887,1
1127,13470,2
1131,11960,1
1134,5974,2
1137,14972,2
1142,7501,1
1143,14333,2
1147,8011,5
1153,7718,1
1156,7714,1
1157,14715,1
1157,14412,1
1157,14264,3
1159,13952,1
1160,12592,1
1161,8874,3
1162,13226,2
1164,12190,2
1165,11106,1
1167,8088,1
1169,11371,3
1172,7686,1
1174,9098,4
1178,12962,1
1180,10246,1
1181,10695,1
1184,8740,1
1186,12651,1
1187,4943,1
1189,11942,1
1190,11581,1
1192,8091,1
1194,12033,1
1195,8700,1
1204,12594,1
1205,13615,1
1208,14654,1
1210,9487,1
1213,14937,1
1222,6807,2
1223,14970,1
1224,12330,2
1226,13018,1
1227,12118,1
1230,13720,1
1236,10580,2
1237,10017,1
1240,6594,1
1241,12694,1
1242,12859,1
1245,9165,1
1246,11538,5
1247,13521,1
1252,9010,1
1257,8654,1
1258,8181,1
1258,7922,1
1260,12615,1
1261,12548,2
1262,14783,1
1265,10755,1
1265,8477,1
1266,13369,3
1272,14208,1
1276,8817,1
1277,8942,1
1281,10570,1
1287,10063,1
1289,8214,1
1293,9744,1
1301,12759,1
1302,8311,1
1304,9245,1
1315,13331,1
1316,13640,1
1319,7257,1
1319,9448,1
1321,8182,1
1323,10843,1
1327,12452,1
1328,9635,1
1329,11896,1
1332,13630,1
1333,5910,1
1335,11360,1
1340,11036,1
1341,7720,1
1341,11306,1
1348,11963,1
1349,14038,2
1354,10309,1
1356,11215,1
1363,8123,2
1364,7689,1
1370,14577,3
1377,9223,1
1378,12734,1
1389,13068,1
1399,8968,1
1401,14951,1
1403,7538,3
1404,11710,1
1405,10949,1
1406,3330,1
1408,2855,1
1417,11517,1
1422,12898,2
1423,9761,1
1428,11540,2
1431,13266,1
1433,12546,1
1435,3951,1
1437,13951,1
1442,9868,1
1450,9926,1
1457,9571,1
1464,8711,1
1465,9372,5
1467,14323,1
1468,13989,1
1470,4623,1
1477,6980,1
1478,10317,2
1481,13661,1
1482,10803,2
1482,9026,1
1483,7741,2
1483,8455,1
1485,12696,2
1486,3649,2
1487,10323,1
1489,8882,1
1495,8976,1
1496,13104,1
1497,9330,1
1497,13687,1
1499,7763,1
1501,5993,1
1503,8707,1
1503,12759,1
1506,8980,1
1512,9457,1
1516,12109,1
1523,7760,1
1525,9957,1
