source,target,weight
7,9686,1
8,11319,1
12,12954,1
17,7562,1
19,14546,5
21,12508,1
21,13452,1
24,10372,1
27,13273,2
28,11689,1
29,10887,1
34,14618,1
38,14088,1
43,12023,1
44,11092,1
47,10910,1
56,9546,1
70,12408,1
72,10396,2
74,12444,2
77,8852,10
80,10471,1
85,12443,2
97,8344,1
100,1705,2
105,12852,1
106,10163,2
107,9639,1
113,8677,1
113,11274,1
114,9834,5
115,10505,1
116,9997,4
116,12657,2
117,12113,1
121,11078,1
122,7640,1
125,8833,1
126,10533,1
127,8341,1
129,8334,1
130,12583,1
130,11989,3
131,4137,1
139,14873,1
146,13091,1
152,13126,2
155,9788,3
156,9126,3
159,13399,1
163,10882,1
172,7933,1
176,13229,2
186,11718,1
192,12636,1
203,8721,1
203,11131,1
211,7695,1
212,8599,1
216,12184,1
220,14361,1
226,14466,1
227,8253,1
238,8761,1
241,7598,2
244,14805,1
245,3444,1
245,14126,2
247,12443,1
249,13938,1
253,8892,1
254,14796,2
256,12040,1
256,10502,2
259,8230,1
261,13454,1
262,13004,1
263,8894,1
268,13509,1
272,9317,1
272,8307,3
278,13432,1
282,13223,1
282,9786,1
283,12708,1
285,11332,1
287,7765,2
288,10594,1
293,12150,1
294,10831,1
295,3948,2
297,14403,2
298,12285,1
298,13213,1
300,7887,2
300,9344,1
302,7940,3
302,12507,2
307,14286,1
310,7586,1
314,8820,5
315,7913,1
318,10969,1
318,7720,1
325,13594,2
326,12151,1
329,9072,1
335,8280,1
337,12573,6
343,8113,1
349,7606,1
350,13589,1
353,13740,1
355,13779,1
362,12938,1
363,9264,1
364,10216,2
371,11107,2
378,9145,1
378,10797,1
384,11758,3
387,6118,1
397,10230,1
397,11257,1
399,7992,4
406,10920,1
407,14772,4
408,12146,1
409,6506,1
417,11076,2
421,10448,1
424,11720,1
430,5354,1
430,7039,1
431,12789,1
447,8713,1
447,11532,1
449,12086,2
454,11955,2
459,13786,2
465,11247,1
466,8038,1
469,9879,1
474,14955,1
477,12830,1
