source,target,weight
6,8706,1
7,9686,4
11,4218,2
15,10616,2
18,11630,1
19,14546,1
21,13452,2
26,14532,2
26,13838,1
27,13273,4
28,11689,1
29,10887,1
35,9006,1
38,14088,1
41,10860,1
43,12023,1
45,13327,1
47,10910,1
51,11119,1
53,8539,2
61,8567,1
70,12408,2
74,12444,1
77,8852,2
80,10471,2
81,10627,1
82,12477,1
84,11140,1
85,12443,2
94,11879,1
97,8344,1
100,1705,1
108,14222,1
115,10505,2
116,9997,1
116,12657,1
121,11078,1
121,7802,1
125,8833,3
139,14873,5
146,13091,1
147,14923,1
149,10241,1
155,9788,8
157,14429,1
166,12135,3
169,3392,1
176,13229,4
179,8867,1
186,11718,2
189,14966,2
194,13087,1
202,8535,1
207,7764,2
207,14870,1
211,10103,1
220,14361,2
222,13865,1
226,14466,1
230,11244,1
235,10416,1
237,12996,1
247,12443,2
249,13938,1
249,13991,1
254,14697,3
255,9408,1
255,8600,1
263,12765,1
265,12101,2
266,8729,1
266,11537,2
272,8307,1
277,11794,1
278,14251,3
278,11170,1
281,8084,2
282,9786,1
283,12708,1
284,8668,1
288,10594,1
289,14551,1
289,10859,3
291,10077,1
292,1026,1
294,10831,2
297,14403,1
298,13213,1
300,7887,2
307,14286,3
309,12922,1
313,13743,1
314,8820,2
324,10137,1
325,13594,2
330,11787,2
331,7813,1
332,13460,1
337,9038,1
337,12573,2
340,12005,1
349,7606,2
350,14607,1
350,12986,1
353,13740,1
355,13779,1
358,8675,1
362,12938,1
363,9264,1
364,10216,1
369,1701,1
378,11049,1
379,13627,1
384,11758,5
385,419,1
390,13221,1
393,7973,2
397,10230,1
397,11257,1
398,13243,1
407,14772,2
407,13749,1
421,10448,1
427,8992,1
430,5354,1
430,7039,1
432,12646,1
436,14723,2
437,7834,1
442,10207,1
443,8957,1
443,13373,1
446,4179,1
447,8713,1
447,11532,3
449,12086,1
450,14101,1
454,11955,1
465,10833,1
465,11247,1
466,9588,1
466,13283,1
468,12572,2
470,7831,1
470,9346,1
476,14073,1
477,12830,1
478,12681,1
479,11763,2
481,9162,1
484,8932,1
485,12120,1
488,8619,1
488,8199,1
492,10726,1
497,8697,1
498,10896,1
504,13361,1
506,12643,1
509,12225,2
514,10073,6
514,11311,1
515,10407,1
522,10556,1
523,13350,3
524,13543,1
526,5988,1
527,1070,1
530,12039,2
534,8235,2
536,13789,1
537,10542,2
538,7853,2
545,14245,1
548,12163,1
550,11958,1
