source,target,weight
2,11745,1
2,3295,1
6,12020,1
10,8410,1
12,12954,3
15,10616,4
16,14091,1
17,7562,1
18,13921,1
18,12083,1
21,13335,1
21,11409,1
22,5771,2
25,10536,1
27,13273,1
34,14618,1
38,14088,1
39,11443,1
41,10860,1
51,11119,2
52,11262,1
56,9546,1
59,12091,2
60,8577,2
70,12408,1
71,9391,1
72,1284,1
80,10471,1
83,11307,1
90,12728,2
92,8173,1
93,8554,1
95,11562,2
99,651,1
101,14910,1
113,12217,1
113,11274,1
115,10505,2
115,9026,1
115,501,1
116,12657,3
119,13223,1
141,12979,2
146,13091,3
149,14189,3
153,14295,1
158,10586,1
160,8109,1
160,13860,1
172,7933,2
175,14952,1
181,6469,1
183,7707,1
185,13346,1
186,11718,5
192,12636,1
194,12711,2
194,9786,1
202,10605,1
203,8721,1
203,11131,1
204,9739,2
208,12401,1
209,14169,1
209,14941,1
211,10103,3
212,8599,1
216,12184,1
227,8253,1
227,12990,1
228,11560,1
231,8300,1
235,10416,1
237,13536,2
241,7598,1
248,8796,1
248,13810,1
249,13938,1
253,8892,1
256,12040,1
256,10502,1
259,8230,1
262,13004,1
265,12101,1
271,14205,4
272,9317,1
272,8307,3
273,8690,3
278,14075,1
279,13119,1
281,8084,1
282,12089,1
289,14551,1
291,8141,1
292,1026,1
294,10831,1
297,14403,1
305,12533,1
306,11096,1
307,14286,1
311,7727,1
312,9407,1
315,7913,2
316,14471,1
322,12994,1
324,9467,1
325,13594,1
326,12151,1
332,13460,3
335,8280,1
336,10459,2
337,12573,3
343,8113,2
346,6118,2
347,11527,1
350,14607,1
353,9303,1
353,13740,1
355,10203,1
356,10312,2
357,13875,1
358,8675,2
359,9903,1
360,4162,1
370,10193,1
375,12803,1
377,12645,1
377,9420,1
378,10797,4
379,13627,6
385,7011,1
390,13221,1
398,10417,3
403,8565,1
409,6506,1
411,7887,1
417,10152,1
420,9379,1
426,7861,5
427,8992,1
429,9478,1
431,12789,2
431,13951,1
435,9422,1
441,12661,1
443,10189,1
443,8957,1
447,8713,1
450,12681,1
453,11305,1
459,13786,2
459,12533,1
461,9903,1
464,10686,1
465,13375,2
468,12572,1
473,7829,1
474,14955,1
476,14073,1
479,11763,1
482,10911,1
483,10277,1
484,8932,1
485,12120,1
487,7645,1
494,13551,2
498,10896,1
500,14581,1
501,2217,2
504,7613,1
506,11250,1
514,10073,3
518,13562,1
528,13267,1
534,8235,1
539,13840,1
546,14828,1
553,6485,1
554,9597,1
555,13065,1
560,10308,1
562,14686,1
570,12698,3
571,10818,3
571,13895,1
581,10377,1
589,12585,1
594,14615,2
599,12687,1
600,10885,1
622,3377,1
623,14980,1
628,11984,1
633,13318,1
638,10623,3
639,13356,2
642,11126,1
644,10505,4
649,9625,1
649,8774,1
650,9086,2
650,12606,1
653,11033,1
654,11408,1
657,10033,1
660,14032,3
665,8739,1
666,8946,6
683,11616,1
685,14567,1
688,11697,1
694,5717,1
695,8714,1
708,8334,1
712,11452,2
714,14381,1
719,1496,1
720,12180,1
720,9555,1
721,10966,1
727,12087,1
735,8345,1
736,13162,1
746,12343,1
747,11954,1
748,8570,1
751,11539,1
754,9387,1
761,9940,2
765,11380,1
767,7788,1
773,12674,11
774,9836,1
780,10246,1
782,13114,2
788,7630,2
789,13847,1
790,9295,1
791,13433,1
794,7752,1
796,14249,1
798,10439,1
800,12035,1
801,12749,1
805,11641,1
806,14928,1
818,9017,1
822,14939,1
822,9768,1
823,12980,1
828,5717,1
830,10774,1
831,11563,2
836,8530,1
837,3662,1
839,14458,1
840,8524,1
846,11249,1
847,12935,1
852,13054,1
854,12130,1
856,13508,1
861,11809,1
866,10786,1
867,10159,3
869,7711,1
872,1522,1
876,7985,1
877,8025,1
878,11484,2
880,10104,1
883,14036,2
885,11970,1
889,9535,1
890,7950,11
892,13193,1
893,9124,1
910,14189,1
912,1453,1
915,1664,1
923,10221,2
932,10499,1
932,14658,1
933,13812,1
934,10619,3
939,13159,2
941,13696,2
942,14179,1
942,9554,1
943,11237,1
947,11034,1
948,11242,4
949,13907,1
952,8387,1
960,8352,1
970,13982,1
975,14258,3
977,11340,1
978,8610,1
979,13846,1
982,12374,1
983,9596,1
986,9115,1
991,9095,1
993,12063,1
996,12484,1
999,13576,1
1011,8736,2
1014,11261,2
1014,10157,2
1015,10600,1
1018,11464,1
1018,8245,1
1019,10204,2
1020,5128,1
1028,11586,3
1029,11066,1
1029,8188,1
1030,9136,1
1030,11495,1
1031,12665,1
1032,10517,1
1033,4980,2
1034,13824,1
1035,14980,1
1041,11944,5
1041,13296,1
1043,13640,3
1044,7864,1
1044,12778,1
1046,12699,2
1048,9834,1
1049,7806,1
1053,10011,2
1055,8156,1
1055,11942,1
1057,8141,2
1058,11342,1
1062,14708,2
1064,8523,2
1069,8880,1
1071,12858,2
1074,7115,1
1078,10217,1
1085,13097,2
1094,12084,1
1096,9697,3
1098,4442,1
1099,11803,2
1100,12782,1
1105,9791,1
1114,1843,1
1116,9251,1
1124,14891,2
1127,13470,3
1133,12184,1
1137,14972,1
1138,13884,1
1141,10491,1
1147,12222,1
1148,14576,3
1152,13972,1
1153,7718,1
1156,7714,1
1157,14412,15
1157,14264,1
1158,14768,1
1163,13222,1
1174,12733,1
1180,10246,1
1180,11665,1
1183,13364,1
1186,12651,1
1190,11581,1
1194,12033,4
1198,8016,4
1204,12509,1
1204,14896,1
1206,13045,1
1209,7538,1
1210,9487,1
1213,11412,1
1219,14866,1
1220,9795,1
1224,11289,1
1227,12558,1
1227,12118,1
1231,13700,1
1233,10498,1
1236,10580,3
1237,10017,1
1239,14005,1
1245,9165,2
1255,10327,2
1258,8181,1
1259,3469,1
1262,8058,1
1266,10357,1
1272,14208,2
1276,8817,3
1277,8942,1
1282,13540,2
1288,9234,1
1290,10948,1
1290,14903,1
1293,9744,5
1294,14154,1
1296,7832,1
1297,10766,1
1301,12759,1
1303,8034,1
1304,9245,1
1308,7929,1
1315,13331,2
1322,14627,1
1332,10934,1
1337,14326,2
1341,11306,1
1349,14038,8
1353,12561,1
1356,11215,2
1366,12648,1
1378,14747,1
1380,10562,1
1382,8762,4
1394,13472,1
1400,13958,1
1407,14170,1
1409,9026,1
1410,13734,3
1413,2507,1
1414,8024,2
1422,12898,1
1423,9761,1
1425,8665,1
1426,8575,1
1428,12421,2
1440,11528,1
1446,3957,1
1452,14750,1
1452,4284,1
1452,13014,1
1454,7504,1
1457,9571,1
1459,14366,1
1468,13989,1
1470,2376,2
1478,12331,1
1482,9026,2
1483,7741,2
1485,12696,1
1485,8583,1
1487,10323,1
1488,2655,1
1498,12316,1
1499,12871,1
1501,5993,1
1503,12759,1
1505,8687,2
1507,11366,1
1509,14358,1
1516,11435,1
1516,12109,1
1518,9417,1
1520,12394,1
1529,12105,1
1530,11413,2
1531,7726,3
1541,9304,1
1542,9002,1
1552,13440,1
1552,13975,1
1557,14535,1
1558,12957,1
1561,9322,1
1565,11457,1
1570,9425,1
1571,14580,1
1572,7870,1
1577,10835,1
1579,11394,1
1584,14267,1
1598,14222,2
1601,7621,3
1607,10413,1
1613,14938,8
1614,8335,3
1626,7678,4
1627,14059,1
1632,8772,1
1634,4331,1
1641,8766,2
1647,14157,1
1649,8149,1
1651,13753,1
1657,12666,1
1657,13087,3
1658,13817,4
1659,11372,3
1676,14711,1
1677,14533,1
1680,14150,1
1684,12758,1
1687,12284,2
1689,7877,1
1704,10806,1
1706,9619,1
1709,10331,1
1711,9348,1
1714,14605,1
1718,14065,1
1721,11197,1
1728,10407,2
1729,12494,1
1732,11325,1
1738,8166,1
1740,8913,1
1741,7608,2
1746,9214,1
1749,7632,2
1754,13588,1
1763,14704,1
1764,9042,1
1770,7671,2
1771,12047,1
1772,10868,1
1779,12699,2
1780,8612,1
1780,13379,1
1784,9753,3
1784,10314,1
1785,10930,1
1786,10943,3
1786,11143,1
1791,11768,1
1793,13955,1
1795,11597,1
1804,8212,1
1806,8289,2
1810,14877,1
1810,12709,1
1810,14731,4
1816,13026,1
1817,11866,1
1827,8191,1
1828,2056,1
1829,9096,1
1833,11441,1
1834,12350,1
1856,13810,1
1856,8091,1
1869,11162,2
1870,10864,1
1871,12976,1
1875,12099,1
1878,7554,1
1879,11928,1
1881,8308,1
1882,12499,1
1885,13957,3
1888,13444,3
1890,8482,1
1891,9890,2
1892,11612,1
1895,11566,1
1898,7657,8
1899,9927,1
1900,12664,1
1901,10200,2
1904,14344,1
1908,12720,1
1913,14623,1
1922,8219,3
1924,12104,1
1925,14105,1
1927,14272,1
1927,9917,1
1934,8139,2
1942,8638,1
1944,8629,4
1948,14522,3
1957,7578,1
1964,9977,1
1967,13810,1
1973,11604,3
1975,14812,1
1978,9005,1
1978,14051,1
1995,10823,1
1996,10408,1
1999,10476,1
2000,10333,1
2010,9645,1
2011,12470,1
2012,14808,1
2013,10619,1
2015,12550,1
2016,9530,1
2021,7699,2
2021,14845,1
2024,12756,4
2026,14450,3
2027,8928,2
2028,13780,1
2028,14397,1
2029,10583,2
2030,13550,1
2040,9224,2
2041,13899,1
2043,5231,1
2047,11720,2
2047,9760,1
2048,9653,6
2051,11488,1
2053,8361,1
2057,13924,1
2064,8569,1
2071,9219,1
2074,12308,1
2075,14923,1
2080,14442,1
2080,13500,1
2081,7868,2
2089,14037,1
2090,12636,1
2091,9221,1
2092,13189,1
2095,9228,1
2097,14095,1
2099,8434,2
2104,8590,1
2104,10888,3
2106,14994,1
2110,11941,1
2111,10377,1
2117,12850,1
2119,14726,3
2120,11961,1
2122,10181,1
2127,14323,5
2127,9327,2
2127,10993,1
2129,7857,1
2130,14027,1
2141,12332,2
2146,12714,1
2149,12402,1
2150,12008,1
2160,9560,2
2162,8934,1
2167,13296,5
2168,11647,1
2169,13685,2
2175,8384,1
2180,9268,1
2182,8452,1
2183,8616,2
2189,3199,1
2190,8270,1
2194,11278,1
2195,10345,1
2198,7524,1
2200,10717,1
2201,6289,1
2202,5973,3
2203,8285,1
2205,10980,1
2205,9895,13
2206,13086,5
2207,14582,1
2212,9398,5
2215,14229,2
2219,9205,1
2221,11901,4
2228,13569,1
2241,13659,1
2251,7519,2
2252,11648,1
2267,9948,1
2267,9521,2
2268,10879,1
2275,13516,2
2276,11703,1
2292,9965,1
2298,11267,1
2301,13328,1
2301,10180,2
2311,11829,1
2319,2788,6
2320,8628,1
2322,8045,1
2323,12125,1
2331,10808,2
2333,10173,1
2337,11941,2
2341,13719,2
2342,8310,1
2354,14661,1
2366,8759,1
2373,9903,2
2373,12700,1
2376,8967,1
2376,6821,1
2380,9751,1
2381,10105,4
2384,12895,2
2386,6230,1
2387,9754,1
2388,11939,1
2390,8765,2
2391,9447,1
2394,12070,1
2398,14739,2
2400,8628,1
2401,8802,2
2404,11084,1
2406,8617,1
2407,9137,1
2410,14831,1
2414,12143,1
2418,10186,1
2420,8741,1
2425,12014,1
2425,11025,1
2429,11062,3
2434,9755,1
2439,14241,1
2442,13203,1
2449,8076,6
2453,11155,1
2461,10953,1
2465,14628,1
2467,13377,1
2471,11485,1
2491,11623,1
2492,13008,1
2496,11804,1
2500,10289,1
2504,8584,1
2508,13849,1
2513,7533,1
2517,8302,1
2518,10879,1
2521,10549,1
2523,12942,2
2529,13870,1
2529,8845,1
2531,13710,2
2532,11911,1
2533,12684,1
2544,14934,1
2544,13644,4
2554,13305,2
2558,11579,1
2559,13382,1
2560,13401,2
2561,12372,1
2566,13803,1
2566,8432,1
2567,12257,1
2570,14657,1
2577,7229,1
2578,12438,1
2582,9102,1
2584,11050,1
2586,12346,1
2587,10624,1
2589,10524,1
2590,13132,1
2591,3542,1
2591,3597,1
2594,8478,6
2594,10731,1
2594,13025,2
2596,7572,1
2603,13893,3
2606,11367,1
2608,7780,1
2608,9600,1
2609,8368,1
2612,11068,1
2615,8158,1
2634,8327,1
2635,10544,1
2639,12379,1
2639,10547,1
2643,10088,1
2643,4889,2
2646,11796,4
2647,14717,1
2648,9415,1
2651,8781,5
2658,9964,2
2671,11282,1
2675,8676,1
2675,14406,1
2682,8358,1
2688,8717,1
2692,5273,2
2699,9481,1
2700,10496,1
2705,11284,1
2706,5350,2
2708,11940,1
2711,8858,4
2712,8045,1
2714,7988,2
2722,10384,1
2722,7573,1
2728,14073,1
2742,9632,1
2746,9143,1
2753,14181,1
2755,12131,1
2756,8181,1
2756,14312,1
2756,6028,3
2763,7949,1
2767,13819,1
2767,11476,5
2768,14209,1
2775,14154,1
2782,13252,1
2789,10739,1
2790,12821,1
2791,11970,1
2799,8526,1
2803,7662,3
2804,13727,1
2809,9874,1
2812,14917,1
2814,12031,1
2820,12286,4
2826,8613,1
2836,11964,1
2836,9562,1
2849,13408,1
2851,10974,6
2856,13346,1
2859,10537,1
2860,9715,1
2864,8866,2
2867,10493,2
2871,8784,3
2873,10876,1
2879,11453,1
2880,9826,1
2883,14787,2
2883,13290,1
2886,7794,3
2890,9114,1
2893,12114,1
2895,11350,1
2900,7744,1
2904,9528,1
2910,12424,3
2913,13961,5
2924,10047,1
2928,13531,1
2935,12256,1
2942,8877,1
2946,13288,2
2962,14454,2
2963,13830,2
2965,10570,6
2971,11107,5
2977,8362,1
2978,10379,1
2986,7760,1
2988,14281,1
2993,9310,2
2994,13932,2
2998,7284,1
3004,9370,1
3007,11299,1
3009,13152,1
3013,13622,1
3014,10029,1
3021,12791,2
3024,12917,2
3024,13748,1
3025,11584,1
3026,14383,2
3028,7778,1
3029,12868,1
3036,11875,1
3036,12616,4
3042,12255,7
3044,9718,1
3050,3089,1
3067,10942,1
3069,14575,1
3072,10546,1
3073,11318,1
3076,8675,1
3078,12747,1
3081,10420,3
3082,10481,1
3084,10395,1
3096,14070,1
3120,8081,6
3125,11757,3
3127,12664,4
3137,8816,1
3139,10647,2
3141,10694,1
3148,10436,1
3151,12116,4
3153,7970,1
3156,9348,2
3157,9136,2
