source,target,weight
4,9040,1
6,8706,1
7,9686,1
9,9037,1
16,14091,1
19,14546,2
21,13335,1
21,13452,2
21,10123,1
26,12143,2
29,11992,1
36,9520,1
38,14088,1
39,11443,2
39,11933,1
45,13327,1
46,9920,2
49,10810,3
51,11119,2
53,8539,1
58,12136,1
58,9284,1
59,12091,10
64,10309,1
74,12444,1
77,8852,2
84,13949,1
95,11562,1
96,9268,1
100,5494,1
100,1705,1
102,13648,1
107,9639,4
112,10394,1
114,9834,2
121,11078,2
126,7590,4
135,14998,1
139,14873,1
149,14189,1
149,10577,1
150,8003,1
151,5918,1
153,14295,5
156,12351,1
159,13399,6
160,8109,2
162,10981,1
163,10882,6
172,7933,2
176,8206,2
182,7539,1
185,13346,1
187,7865,3
190,7295,1
198,12363,1
200,13818,1
202,8535,2
203,8721,1
204,9739,9
207,7764,2
208,12401,2
212,8599,1
220,14361,1
220,8480,9
230,11244,1
237,13536,6
238,11559,1
241,7598,1
245,9097,1
246,11335,1
247,12443,1
248,8796,1
249,13938,3
251,12793,1
256,8493,1
259,8230,1
261,14732,1
261,12035,5
270,12242,1
273,8690,1
278,1947,1
279,13351,2
281,8084,1
282,13552,1
282,9403,2
285,11332,1
287,7765,7
289,10859,2
290,11188,1
291,10077,1
297,14403,3
298,12285,1
300,7887,1
306,12857,1
307,14286,1
308,9588,2
313,12391,1
315,7913,1
316,11101,1
318,13291,1
321,9418,18
323,10430,1
325,13594,2
327,14034,1
332,13460,3
335,8578,1
335,8280,3
336,10459,2
341,2060,1
343,8900,1
344,14077,2
346,6118,1
347,11527,1
349,13533,1
353,14393,1
353,13556,1
363,9264,1
365,7563,1
367,8632,1
370,13496,1
374,9335,2
379,13627,1
381,3510,1
384,11758,1
389,7963,1
400,8446,1
404,1006,1
407,14772,2
412,8912,2
414,14759,1
418,13504,1
421,10448,1
421,8364,2
426,7861,2
430,3236,1
434,12579,1
437,7834,4
442,8297,1
443,10189,4
443,13578,1
448,8836,1
454,11955,1
456,5444,5
458,8978,1
459,13786,4
464,12405,1
471,8521,1
473,7829,2
474,14955,1
475,10273,2
478,12681,1
484,8932,1
487,7645,1
488,8619,1
494,13551,1
495,13808,1
497,8697,2
498,10896,1
501,2217,1
501,1872,1
504,7613,3
505,12589,2
509,13090,2
515,10407,1
516,8315,1
518,13562,1
520,1048,1
521,11118,1
524,13543,1
530,12039,6
531,9979,1
534,8235,6
536,13789,1
537,10542,1
538,7853,1
548,12163,1
559,12164,1
560,10308,2
563,8597,1
568,14913,1
571,10818,1
572,8504,7
574,9476,2
574,1026,1
579,14678,5
585,12916,1
591,11372,1
593,13915,1
601,14691,3
603,8937,2
606,13737,1
609,12599,1
618,8117,1
627,9134,1
628,14716,5
628,11984,1
629,8503,3
639,11636,1
643,13934,1
646,13955,3
654,11408,1
654,913,2
654,3886,1
657,13976,1
657,10033,1
659,8685,2
663,14479,1
677,9197,1
679,8839,1
684,11969,1
685,14082,1
686,14742,2
687,2617,1
697,9007,1
698,12311,1
704,12510,1
706,10445,1
708,8334,2
709,12538,1
709,7914,1
713,1319,1
714,14381,3
718,7770,1
720,12180,1
723,1419,1
724,8338,1
725,13826,1
726,8832,1
734,13518,1
735,11009,1
736,13162,2
739,14424,1
740,11777,2
742,14193,2
742,4085,1
750,13310,1
758,8798,1
761,9940,1
762,12076,1
767,7788,1
774,14063,1
775,4050,1
775,8375,2
780,10841,1
783,10474,1
788,9193,1
791,13433,11
793,10382,1
793,10615,1
794,7752,1
795,11765,1
797,13445,1
798,10439,1
805,11641,1
809,1338,2
818,9393,1
821,9256,1
824,10254,2
834,14597,1
839,14458,1
843,11427,1
846,11249,2
850,11892,1
852,8403,1
854,12130,1
863,9860,1
864,8555,1
865,1496,3
867,10159,2
881,13471,1
888,8704,1
889,9535,2
890,7950,1
892,9873,1
896,13972,1
900,10501,1
905,10242,2
912,1453,1
921,7523,1
922,12090,1
929,10309,2
930,12576,1
935,11970,1
936,1708,1
937,12670,1
939,11113,1
942,14179,1
945,13349,2
946,8841,1
947,11034,1
949,13907,1
951,8738,2
952,8387,2
956,11957,1
959,13918,2
960,8352,1
961,12193,7
979,13846,1
986,9115,3
988,9938,1
990,12668,1
992,9684,4
993,12063,2
1008,11724,1
1012,8563,1
1015,12804,1
1028,11586,15
1032,10517,1
1034,13637,1
1037,9977,1
1039,13903,1
1041,8394,1
1047,10981,1
1055,11942,2
1056,5267,1
1061,10005,1
1063,10252,1
1067,12168,1
1067,11665,1
1067,8276,1
1069,7542,1
1074,10765,1
1074,12703,1
1075,11509,1
1075,11075,1
1083,14488,1
1083,8449,1
1083,9806,1
1084,6981,6
1085,14312,1
1088,9847,1
1089,7588,1
1090,9231,1
1096,9697,1
1098,4442,1
1102,11906,3
1105,9791,1
1106,12305,1
1106,9300,1
1107,11130,1
1109,7931,2
1112,10729,1
1116,7668,1
1119,4759,3
1120,12955,7
1124,14891,2
1125,7858,1
1127,13470,1
1128,7730,1
1131,11960,2
1131,7839,1
1133,12184,6
1136,10696,2
1137,14972,1
1138,13884,3
1143,14333,2
1145,7537,1
1148,9591,1
1155,9778,1
1157,14412,4
1158,14768,4
1162,13226,4
1166,14009,1
1167,8088,1
1176,8204,2
1187,4943,1
1189,11942,2
1192,8091,1
1192,11200,3
1195,8700,1
1198,8016,1
1204,12509,1
1204,12594,1
1206,13045,1
1207,9075,2
1210,9487,1
1220,12895,4
1227,12558,2
1230,13720,1
1236,10580,2
1237,10017,1
1240,6594,1
1241,12694,3
1242,12859,1
1247,13521,1
1254,9263,1
1255,13912,2
1257,8913,1
1259,7377,1
1264,11854,2
1265,10755,1
1270,3760,1
1272,14208,1
1275,14068,1
1281,8243,1
1283,13926,1
1288,9234,1
1291,12642,1
1297,7705,1
1300,11328,1
1301,12759,1
1303,11426,1
1313,12313,1
1321,10884,1
1321,8182,1
1322,14627,1
1323,11543,1
1328,9635,1
1332,13630,1
1335,11360,1
1348,11963,1
1348,14899,1
1354,10835,2
1361,7792,1
1363,8123,4
1367,13102,1
1368,11048,1
1369,12655,2
1370,14577,1
1377,9223,1
1377,5728,1
1378,12734,1
1379,10802,2
1380,10562,3
1386,9902,8
1392,12686,2
1404,11710,1
1420,7863,1
1421,10913,1
1426,8575,1
1429,8504,1
1431,13266,1
1432,14877,1
1434,9490,1
1440,11528,1
1444,9878,1
1450,9926,3
1454,7504,4
1456,8562,1
1472,12838,1
1481,13661,1
1482,10803,1
1486,3649,6
1488,3011,2
1495,8976,1
1503,8707,1
1506,8980,2
