source,target,weight
2,11745,1
3,9733,1
6,12020,1
7,9686,1
8,11319,1
10,11797,2
12,12954,1
13,11589,1
15,10616,5
16,14091,1
17,7562,1
18,13921,1
18,12083,1
21,13335,1
21,11409,1
26,12143,1
27,13273,1
29,11992,1
34,14618,1
39,11443,1
41,10860,1
47,10910,1
51,11119,2
53,7573,1
54,10633,1
55,12584,1
58,12136,1
65,13829,1
70,9023,1
70,12408,1
71,9391,1
72,1284,1
73,10393,1
77,8852,1
83,11307,1
84,13949,1
84,14251,1
95,11562,3
96,9268,1
97,11905,2
100,5494,2
105,12852,1
109,3387,1
111,11067,1
112,14825,1
115,501,1
116,9997,2
121,7802,1
124,14108,2
132,9828,1
140,11678,1
146,13091,29
149,14189,1
150,8281,1
165,14773,1
172,7933,1
178,360,1
185,13346,1
186,11718,2
187,7865,2
190,7295,1
194,12711,1
194,9786,1
196,13469,1
199,12996,1
202,8535,1
203,8721,1
208,13888,1
208,12401,1
209,14169,1
214,7735,1
222,13865,1
227,8253,1
228,11560,1
235,10416,3
239,8103,1
240,9313,1
241,13477,1
244,14805,1
248,13810,1
249,13938,1
253,8892,1
256,12040,2
257,7776,1
259,8230,5
262,13004,1
265,12101,1
270,12242,2
272,9317,1
272,8307,2
273,8690,1
279,13119,4
280,12107,1
282,9283,1
282,12089,1
284,8668,1
285,11332,2
287,7765,2
289,14551,1
294,10831,2
297,14403,2
298,13213,1
305,8295,1
311,7727,4
312,9407,2
313,13743,1
314,8820,1
315,7913,1
316,11101,1
318,10969,1
325,13594,4
332,13460,17
333,812,1
335,8280,1
337,12573,1
346,6118,1
350,14607,1
350,10888,1
353,9303,2
355,10203,1
356,10312,1
358,8675,1
360,4162,1
366,9872,1
375,12803,1
378,14868,1
386,10138,1
390,13221,1
391,12999,2
397,11257,1
398,10417,1
403,14930,1
408,12146,1
418,13504,1
421,10448,1
421,8364,1
422,12601,2
426,7861,2
427,8992,1
429,9478,1
431,12789,2
434,12579,5
437,7834,1
442,10207,2
443,8957,1
447,8713,1
447,11532,1
448,8836,1
459,13786,1
466,13283,3
466,8038,1
475,10273,1
479,11763,1
