source,target,weight
0,7500,1
3,12104,1
4,9040,1
8,11319,3
10,9719,1
12,12954,1
16,14091,4
19,14546,1
21,13335,3
21,13452,1
27,13273,1
30,9181,1
38,14088,1
46,14278,1
53,8539,1
57,8694,1
58,12136,4
77,8852,2
80,10471,2
84,9829,2
84,14251,1
90,12728,2
95,11562,1
97,11905,5
101,14910,1
108,11915,1
115,10505,2
115,703,1
116,9512,1
116,9997,1
116,12657,1
120,12121,1
121,7802,1
126,10533,2
127,14821,1
129,8334,2
131,5738,1
132,9770,1
137,13869,1
142,4903,1
146,13091,1
149,10527,1
158,10586,2
159,13399,3
169,2155,1
175,14952,1
179,10222,2
181,4785,1
181,6469,1
186,11718,1
194,13087,1
194,10200,1
201,2546,1
203,11131,1
204,9739,1
207,9471,1
214,11673,1
220,8480,1
221,10728,1
222,13865,3
226,14466,1
227,12990,1
230,14155,2
237,13536,3
240,9313,1
249,13938,1
252,12905,1
255,8600,1
257,7776,1
261,12035,2
262,13004,7
263,8894,2
271,14205,1
273,8690,2
278,14251,4
278,14075,1
282,12721,1
289,14551,4
289,10859,1
298,12285,1
302,7940,3
303,11403,2
304,13803,1
304,10639,1
305,12533,2
306,11096,1
311,7727,8
317,13415,1
318,9965,1
319,2155,1
322,12994,5
326,7642,1
327,8116,2
328,13017,2
331,7813,2
332,13460,4
335,8578,1
337,9635,1
337,12573,1
344,14077,1
346,6118,1
347,11527,1
349,13533,1
356,10312,1
357,13051,1
358,10472,1
363,9264,1
364,10216,1
365,7563,1
366,9872,1
367,8632,4
370,13496,1
374,9335,1
375,12803,1
378,10797,1
387,6118,1
388,13189,1
392,8556,1
398,13243,1
400,8446,1
403,14930,2
406,10920,1
408,12146,2
409,5280,1
414,11684,1
418,13504,1
421,14385,1
427,8992,1
435,9422,10
437,12593,1
441,12661,1
442,10207,1
443,13578,1
445,10379,1
446,2524,1
455,9654,1
457,13095,8
460,13383,1
468,8602,1
470,7831,1
480,13574,1
480,11093,1
482,10911,1
483,14856,1
485,12120,1
486,12197,1
488,8619,1
491,8132,1
495,13618,1
497,8697,1
499,13410,1
505,7895,1
506,8802,1
509,13090,3
511,10843,1
512,12444,2
516,8315,1
522,13051,1
524,13543,2
525,14740,1
534,8235,1
534,12876,1
536,13789,4
537,10542,1
538,7853,1
541,14089,2
554,9597,1
555,13065,5
559,13115,2
562,14686,4
562,13593,1
565,14163,1
567,13787,2
571,13831,1
572,8504,1
577,13514,1
579,14678,4
580,10330,1
587,14104,1
589,13768,1
594,14615,4
600,12967,2
600,11450,1
601,14691,4
606,1371,1
608,11901,1
614,12307,1
616,8684,1
619,12486,1
622,3377,3
623,14980,1
628,14716,4
629,8503,3
633,13318,1
634,12063,1
638,10623,1
640,13102,1
641,11672,1
649,9625,3
650,9269,1
657,13976,1
659,8685,4
663,14479,1
664,13697,4
676,2973,1
681,8715,1
683,11616,1
683,14418,1
685,14082,1
686,14742,1
689,9651,1
695,8714,3
697,11740,1
700,13338,1
703,11816,1
707,8791,1
708,8334,1
715,10783,1
720,9555,2
721,14626,1
726,12523,1
729,13337,3
730,11179,1
742,14193,1
744,10590,1
745,10366,1
746,12343,1
747,10813,1
