source,target,weight
3,9733,1
6,12020,1
11,4218,1
12,12954,2
15,10616,2
16,14091,2
17,7562,2
18,11630,1
21,11409,2
25,10536,4
26,14532,1
39,11443,4
47,10910,1
51,11119,8
56,9546,3
58,11347,1
60,8577,1
61,8134,1
71,9391,1
73,10393,1
74,12444,1
76,14639,1
77,8852,6
80,10471,1
84,13949,1
85,12443,1
91,9352,1
91,9088,1
92,12586,2
93,8554,1
96,9268,1
97,11905,2
99,651,1
100,5494,2
106,9399,1
106,10163,1
112,14825,1
113,12217,3
115,9026,1
115,501,1
116,9997,1
121,7802,5
124,14108,1
132,9828,1
141,12979,1
146,13091,7
149,14189,2
150,8281,4
160,8109,1
172,7933,3
176,13229,1
186,11718,1
187,7865,1
194,12711,2
194,13087,1
195,10858,1
199,8774,2
205,13081,2
208,10532,1
209,14169,1
212,9388,1
214,7735,1
215,14507,1
227,8253,1
227,12990,1
231,8300,1
235,10416,1
239,8103,1
239,8374,1
241,13477,2
241,7598,1
249,13938,2
256,12040,1
257,7776,1
258,12812,1
259,8230,1
261,13454,1
262,13004,2
272,8307,1
273,8690,5
278,7822,1
282,9148,2
285,11332,1
289,14551,1
292,1026,1
294,10831,1
297,14403,1
306,11096,1
311,7727,1
315,7913,1
318,10969,2
319,3478,1
322,12994,1
325,13594,3
326,12151,1
330,13347,1
332,13460,4
333,812,1
334,9651,1
336,10459,5
337,12573,1
347,11527,1
353,9303,1
355,10203,1
356,10312,1
358,8675,2
365,7563,1
367,8632,3
370,10193,1
370,13888,1
373,11678,1
374,13239,1
378,11049,1
379,13627,2
381,3510,1
397,10230,4
397,11257,1
399,7992,1
408,12146,2
409,6506,1
418,13504,1
426,7861,2
427,13186,1
427,8992,3
429,9478,1
431,12789,1
434,12579,1
440,11462,1
442,10207,1
447,11532,1
452,7951,1
456,5444,1
461,11651,3
465,13375,1
478,12681,1
483,10277,2
484,8932,1
485,12120,1
486,12197,5
487,7645,1
488,8619,1
492,10726,1
497,8697,1
498,10896,1
501,2217,1
501,1872,1
505,7895,1
506,11250,1
509,8163,1
510,14702,1
514,10073,1
514,11311,1
518,13562,2
522,8520,2
525,14852,1
529,13888,7
531,9979,1
533,13108,1
534,8235,1
537,14690,1
546,14828,1
549,9763,2
550,11958,1
551,12239,1
555,13065,1
562,14686,1
563,8597,1
564,8473,1
569,13101,1
569,9018,1
570,12698,1
571,10818,1
581,10377,1
582,8329,1
594,14615,1
600,10885,1
609,12599,2
611,9824,1
613,4124,1
617,14083,1
621,10568,1
623,14980,1
630,5731,1
631,11372,1
632,8081,1
632,9891,1
633,13318,6
639,13356,1
640,7634,4
647,11127,1
650,9086,1
654,11408,1
659,8685,2
663,14479,1
665,8739,2
666,8946,2
675,8468,1
683,11616,1
685,14567,2
685,14082,1
688,11697,1
688,13903,1
693,11740,1
695,8714,1
696,12261,1
712,11452,1
713,1319,1
714,14381,2
715,9898,1
719,1496,1
720,12180,2
720,9555,6
722,11203,1
726,9517,3
729,12620,1
730,12797,5
735,11009,1
735,8345,1
736,13162,1
739,14424,1
740,11777,1
743,12669,1
744,10590,3
747,10813,1
747,11244,1
748,8570,1
756,12427,1
761,9940,3
765,12303,1
767,7788,3
773,12674,1
776,13419,1
777,10503,1
782,13114,3
788,7630,1
789,13847,1
790,9295,4
791,11786,1
791,13433,1
794,7752,2
795,11765,1
796,14249,6
800,12035,1
801,12749,1
805,11641,1
821,11134,1
822,14939,1
831,11563,3
831,14355,1
839,14458,1
840,10817,1
854,12130,1
856,8366,1
866,13942,1
867,10159,2
872,1522,1
877,8025,1
882,5569,1
883,14036,2
885,11970,1
888,10738,1
888,8704,1
889,9535,1
890,7950,10
893,9124,2
896,13972,2
898,13298,1
901,9377,1
915,1664,1
925,9599,1
930,12576,1
934,10619,1
935,11970,1
941,13696,5
942,14179,1
942,9554,1
943,11237,1
948,11242,1
951,8738,1
951,9212,1
952,8387,1
953,8959,1
954,3499,1
956,11957,1
957,10730,1
960,8352,1
961,12193,1
962,9167,1
970,13982,4
974,12471,1
975,14258,5
978,8610,1
979,13846,1
986,9115,1
993,12063,1
1002,8374,1
1011,8736,2
1014,11261,1
1014,10157,1
1015,12804,1
1018,9561,1
1019,10204,1
1020,2300,1
1028,11060,2
1028,11586,2
1029,8188,1
1030,11495,1
1032,10517,1
1034,13637,1
1035,14980,1
1041,11944,1
1041,13296,1
1041,12440,1
1041,8307,1
1043,13640,1
1044,7864,1
1044,12778,1
1046,12699,1
1048,14944,1
1049,10452,2
1050,14993,1
1053,10011,1
1054,10008,1
1055,11942,2
1056,2714,1
1056,5267,1
1057,8141,1
1062,14708,1
1064,8523,1
1069,7542,1
1071,12858,1
1072,12943,1
1074,7115,1
1078,10217,2
1084,6981,3
1085,13097,1
1089,12752,1
1089,7549,1
1091,14947,2
1093,12479,1
1096,9697,4
1097,14403,1
1106,12305,1
1116,9251,1
1116,7668,1
1125,10212,1
1127,13470,2
1133,12184,1
1137,14972,2
1138,13884,1
1141,10491,1
1144,10206,1
1148,9591,1
1157,14715,1
1157,14412,6
1160,12592,1
1167,8088,6
1170,12572,1
1171,8988,1
1174,9098,1
1175,11632,1
1182,11513,2
1183,13364,1
1184,12285,1
1186,12651,4
1190,11581,1
1194,12033,1
1195,8700,1
1204,12594,1
1213,11412,2
1215,11203,1
1220,12895,1
1231,13700,1
1237,10017,1
1239,14005,1
1243,8483,1
1258,8181,1
1261,12548,3
1266,10357,1
1266,13369,2
1268,13707,1
1272,14208,1
1276,8817,1
1277,8942,2
1286,8173,1
1288,11245,1
1288,9234,2
1290,10948,1
1295,10181,1
1297,10766,1
1301,12759,1
1305,6506,1
1308,12749,1
1308,7929,1
1312,13773,1
1312,12441,1
1315,13331,1
1321,10884,2
1321,7783,2
1321,8182,1
1332,9612,1
1333,5910,1
1336,14162,1
1342,7655,1
1343,10321,6
1345,12788,1
1347,10937,1
1349,14038,4
1356,11215,1
1361,7792,3
1362,11640,1
1362,12767,2
1366,12648,1
1371,2147,1
1375,8004,1
1377,9223,6
1378,14747,1
1389,13068,1
1392,7833,1
1392,12686,1
1395,14901,1
1398,10455,1
1405,10949,1
1409,9859,1
1410,13734,1
1411,6342,1
1417,7584,1
1420,7863,1
1423,9761,3
1425,8665,2
1428,11540,1
1432,10834,1
1454,7504,2
1457,9571,2
1464,14251,1
1465,9372,1
1466,9483,1
1468,13989,1
1478,12331,1
1481,13661,1
1482,9026,2
1489,12779,1
1492,14920,1
1498,14308,1
1499,12871,2
1505,8687,1
1506,8980,1
1507,11366,1
1509,14358,1
1516,11435,2
1518,9417,1
1520,12394,2
1525,11560,2
1526,12434,1
1528,11457,3
1529,12105,1
1530,11413,1
1531,7726,1
1534,13980,1
1537,13270,4
1538,14808,1
1540,13236,1
1541,9304,1
1542,11227,1
1548,12977,1
1549,12150,1
1559,5733,1
1559,7682,1
1564,14925,1
1566,10474,1
1567,14169,1
1579,11394,1
1579,14978,1
1583,8680,1
1584,13481,2
1584,14267,1
1587,14679,1
1587,9612,1
1591,10989,1
1593,8361,1
1597,12458,1
1597,12203,1
1603,9981,1
1606,3204,1
1607,10413,2
1613,14938,1
1614,8335,1
1617,14750,1
1625,8227,1
1626,7678,9
1627,13879,1
1629,13605,1
1634,4331,1
1641,8766,4
1643,12916,2
1647,14157,2
1649,8149,1
1651,9680,2
1651,14132,1
1657,13087,2
1658,13817,1
1659,11372,2
1660,14711,2
1675,5428,1
1676,14711,1
1679,10333,1
1679,14879,1
1680,14150,1
1684,12758,3
1689,7877,1
1690,11088,6
1703,8596,1
1703,14958,1
1704,10806,2
1711,9348,1
1714,14605,1
1718,14065,1
1725,9251,1
1728,10407,2
1729,12494,1
1734,12848,1
1735,9046,1
1735,8094,2
1741,7608,3
1744,9051,1
1746,9214,1
1749,7632,1
1754,11091,2
1755,13228,1
1756,14702,1
1761,8934,1
1773,5763,1
1777,12469,1
1781,12269,3
1784,9753,2
1786,10943,1
1791,11768,4
1800,7857,1
1804,8212,1
1810,14731,1
1820,4680,1
1824,8930,1
1829,9096,1
1829,12326,2
1835,8859,1
1836,14912,1
1841,12975,1
1856,13810,1
1856,8091,2
1859,11689,1
1865,2800,1
1869,11162,6
1875,13843,1
1878,7554,1
1879,11928,1
1885,13957,2
1888,13444,1
1891,9890,3
1898,13531,1
1898,7657,6
1900,8477,1
1901,10200,1
1904,12636,2
1904,14344,1
1905,10255,1
1906,14474,1
1907,13931,1
1908,12720,1
1910,11098,1
1913,14623,1
1916,12198,1
1922,8219,1
1927,9917,1
1929,8015,1
1929,11030,1
1932,13176,1
1933,13062,1
1939,9968,1
1940,8665,1
1945,5143,1
1951,8751,1
1957,12466,3
1958,12565,3
1974,8753,1
1980,14634,1
1983,12037,1
1990,12384,1
1993,11967,1
2010,9645,2
2012,14808,1
2014,14142,1
2016,9530,1
2017,13793,2
2020,8828,1
2021,14845,4
2024,12756,1
2026,14450,1
2027,8928,1
2028,13780,1
2029,9274,2
2030,13550,1
2037,8969,1
2040,9224,2
2047,11720,1
2048,9653,1
2049,14650,1
2057,7591,1
2061,10398,1
2063,7806,1
2064,8569,2
2068,11479,2
2073,6043,3
2074,12308,7
2075,14923,1
2086,12202,1
2088,8897,1
2093,9211,2
2097,14041,1
2098,7514,1
2102,9994,1
2104,13436,1
2106,14994,3
2108,8100,2
2115,6148,1
2119,14726,1
2122,10181,1
2129,7857,1
2138,12552,1
2141,12332,1
2149,12402,2
2150,12008,1
2155,13276,1
2156,10060,1
2162,8934,1
2169,13685,1
2173,11494,4
2180,9268,1
2186,11333,1
2189,3199,1
2198,7524,3
2200,10717,1
2201,6289,1
2206,13086,5
2209,8038,1
2212,11472,1
2212,11095,1
2212,9398,2
2226,12291,1
2229,9652,1
2230,10278,1
2232,8895,2
2240,10639,1
2246,12564,1
2247,13059,1
2248,14068,2
2251,7519,1
2259,11739,1
2267,9948,1
2268,10879,1
2273,8007,8
2275,13516,1
2276,11703,1
2276,12861,1
2278,8426,1
2278,9258,2
2283,14687,8
2288,9181,1
2298,11267,1
2299,9104,1
2301,10180,1
2303,9884,1
2316,10938,1
2319,2788,2
2327,10799,1
2329,9539,3
2330,7621,2
2331,10808,1
2339,11785,2
2339,14977,1
2340,11260,1
2341,13719,1
2341,13139,1
2348,13581,1
2355,14770,1
2367,9821,1
2373,9903,1
2373,12700,1
2374,14815,1
2376,8967,1
2376,6821,1
2377,12246,1
2379,13677,2
2380,7920,1
2381,10105,1
2384,7706,1
2384,12895,6
2387,9754,1
2388,11370,1
2388,11939,1
2390,8765,2
2392,12549,1
2396,10234,3
2397,12015,3
2404,11084,1
2405,11268,1
2410,12106,1
2413,9894,1
2414,12793,1
2414,12143,3
2425,12014,1
2429,11062,3
2433,10910,2
2434,9755,7
2434,10338,1
2438,9088,1
2444,12869,2
2449,10334,1
2457,10246,1
2458,10794,2
2465,14628,1
2467,13377,1
2471,11485,2
2476,8623,1
2480,11136,1
2483,10816,1
2487,8163,1
2489,9915,1
2491,11623,1
2496,11804,2
2500,10108,2
2504,14245,1
2508,13849,1
2510,14127,1
2511,11713,1
2512,11532,2
2513,7533,3
2515,12525,1
2516,9047,1
2517,8302,3
2518,10879,1
2521,10549,3
2523,12942,3
2529,13870,1
2531,13710,1
2537,12824,1
2538,8855,1
2541,12537,2
2544,13644,1
2548,10606,1
2556,13194,1
2557,7901,1
2559,14042,1
2560,13401,1
2564,10598,1
2566,13803,1
2566,9017,1
2568,11244,4
2570,14657,1
2572,14359,2
2573,12164,1
2574,13918,1
2575,10642,2
2576,8917,3
2578,12438,3
2579,2619,1
2582,9102,1
2584,11050,1
2586,12346,3
2589,10524,1
2591,3542,1
2591,3597,1
2592,14924,1
2594,13025,4
2596,7694,3
2603,13893,3
2609,8368,1
2613,11094,1
2620,3270,1
2622,14736,1
2627,11053,1
2634,8327,3
2635,10544,1
2640,14679,1
2643,10088,1
2643,4889,1
2643,13686,1
2644,10752,1
2648,9415,1
2650,4621,1
2652,11924,1
2653,10646,1
2658,7886,2
2671,13628,3
2671,10239,1
2671,14130,1
2675,8676,1
2675,14406,1
2681,10011,1
2683,11591,1
2688,8717,1
2692,5273,1
2697,14349,1
2698,9554,1
2703,14709,2
2705,12164,1
2705,11284,1
2705,10016,1
2706,5350,1
2711,8858,4
2713,12129,1
2714,7988,3
2714,5273,2
2720,7742,4
2727,10595,1
2732,8694,1
2739,13162,1
2746,8558,3
2749,14214,1
2749,8847,1
2763,7949,2
2764,13779,1
2767,11476,1
2778,12162,1
2789,10739,7
2799,8526,1
2802,13134,1
2803,7662,1
2805,10266,1
2805,12765,1
2809,9874,1
2817,12461,1
2820,12286,1
2822,8396,1
2826,13829,1
2836,11964,1
2841,13439,7
2844,11746,1
2847,8271,1
2851,10974,1
2852,10018,1
2852,8876,1
2857,14872,1
2867,10493,3
2872,12161,1
2879,11453,1
2880,9826,1
2883,14787,1
2883,13290,1
2889,10984,1
2890,9114,1
2893,12114,1
2895,14371,2
2895,11350,1
2900,7744,1
2904,9528,1
2909,11870,1
2910,12424,2
2913,13961,3
2918,14048,1
2919,14952,1
2922,11385,1
2937,8988,1
2941,14172,1
2942,8877,1
2952,10262,1
2962,14454,1
2963,13830,2
2965,10570,3
2971,11107,1
2977,8362,1
2978,10379,1
2989,8186,1
2994,13932,1
2996,8333,2
2998,7284,1
2999,12045,2
3000,13131,2
3004,10548,2
3004,9370,1
3007,11299,1
3008,11884,1
3009,13152,1
3014,10029,1
3015,13109,1
3022,14329,1
3028,7778,1
3032,14024,1
3035,10473,1
3036,12616,3
3039,12066,1
3042,12255,1
3054,11600,1
3054,11525,1
3055,9892,1
3065,11041,1
3072,12810,2
3072,10546,3
3076,8675,1
3077,12320,1
3078,7969,2
3081,10420,3
3083,7563,1
3084,10395,1
3115,12774,1
3117,14266,1
3119,13590,1
3120,8081,1
3124,11220,1
3125,8135,1
3126,13251,1
3132,8500,1
3135,14260,1
3140,13193,1
3146,9010,1
3153,13494,1
3153,7970,1
3156,9348,1
3159,8262,1
3169,8830,1
3172,11622,1
3178,9442,1
3183,13678,1
3186,12944,1
