source,target,weight
3,9733,1
4,9040,1
7,9686,1
10,8410,1
12,12954,1
14,13218,1
15,10148,2
18,11630,1
20,14356,1
21,12508,1
21,13452,2
25,10536,4
28,11689,2
36,8656,1
38,14088,1
39,11933,1
41,10860,1
46,9920,1
46,13055,2
48,11390,1
49,10810,1
53,8539,1
59,12091,3
60,13074,1
62,8301,2
64,8791,1
71,9391,2
72,10396,2
77,8852,1
82,14337,2
90,12728,2
95,11562,2
98,9831,1
99,651,2
103,1486,1
104,9897,1
106,9399,1
107,9639,1
112,10394,2
113,11274,1
114,9834,2
115,5693,1
115,501,1
115,3074,1
116,9512,1
117,12113,1
118,8415,1
121,7802,1
122,7640,1
126,7590,1
131,5738,2
132,9828,1
141,12979,1
142,4903,1
145,10006,1
147,14923,2
149,10577,1
150,13517,1
150,8003,3
151,4043,1
153,14295,2
157,14429,1
159,13399,3
160,13860,3
162,10981,1
165,14773,1
166,12135,2
169,2155,1
181,4785,1
181,6469,1
186,11718,1
187,9844,1
194,10932,1
202,10547,1
203,8721,1
204,9739,2
207,7764,1
208,12401,1
210,9187,1
211,10103,2
212,8599,1
220,8480,1
227,8253,2
231,8300,3
235,10416,1
237,13536,1
244,13317,1
245,3444,2
248,13810,1
249,13938,1
251,13096,1
251,7270,1
256,12040,1
260,11121,3
261,12035,1
264,1193,1
265,12101,4
271,14205,1
272,8307,1
273,8690,2
274,12674,1
274,7740,1
278,10666,1
278,13432,3
279,13119,2
282,13172,1
287,7765,1
290,11188,1
294,10831,1
297,14403,1
298,13213,2
302,12507,1
304,13803,1
306,11096,1
310,14435,1
311,7727,1
312,9407,1
314,9084,1
319,1862,1
321,9418,2
324,10137,1
326,12151,1
336,10459,1
340,12005,1
343,8113,1
344,14077,1
349,13533,3
350,14607,2
353,9303,1
353,13740,1
359,9903,2
361,14250,1
363,9264,2
364,10216,1
370,10193,3
374,9335,1
377,9420,2
378,13020,1
379,13144,1
380,12717,2
383,13941,1
393,7973,1
397,10230,1
407,8176,1
407,10575,1
408,12146,2
412,8912,1
414,14759,1
417,11076,1
418,13504,1
420,8051,1
422,12601,2
424,11720,1
443,8957,1
445,10379,4
447,11532,1
452,11506,1
454,11955,1
461,13702,1
461,11651,1
465,13141,1
468,12572,1
468,8602,1
472,8637,1
473,7829,1
476,14073,3
477,12830,2
479,11763,1
480,11093,1
482,14878,1
482,10911,2
483,14856,1
484,8932,3
487,7645,1
490,12103,1
495,13808,1
495,14725,1
496,12378,1
497,8697,1
498,14073,2
504,13361,2
509,8163,1
520,9818,1
522,10556,1
522,12547,1
528,7756,3
534,12876,1
537,13696,2
541,14089,1
542,13807,1
546,14828,1
549,9763,1
560,11957,1
562,14686,1
567,13787,1
568,14913,1
572,8504,2
575,14734,2
580,10330,1
580,9345,1
582,8329,2
585,12916,1
589,13768,1
598,2620,1
599,12687,1
601,14691,2
605,10244,1
616,8684,1
628,14716,11
628,11984,1
629,8503,1
631,11372,1
632,9891,1
633,13318,1
643,13934,1
644,10505,1
647,11127,1
647,8061,2
650,12606,1
652,9813,1
654,913,1
657,13976,1
659,8685,2
662,10000,1
663,14479,1
668,11116,3
677,14816,1
678,7797,1
684,11969,1
685,14567,1
686,14742,8
688,11697,2
693,11740,1
695,8714,2
697,8192,2
698,12311,1
698,13648,1
700,9385,1
705,13518,2
708,8334,4
709,7914,1
715,12401,1
722,11203,1
724,8284,1
726,8832,1
726,12523,1
727,11339,1
739,14424,2
748,8570,1
761,9940,1
762,12076,4
765,9909,1
773,12674,1
774,14063,4
775,4050,1
776,13419,1
780,10841,1
789,12916,1
790,9295,1
794,13488,2
795,11765,3
797,13445,5
798,10439,1
801,12749,1
802,5022,1
803,8131,2
805,11641,1
811,7591,1
817,10367,1
819,7622,1
821,9256,1
823,11422,1
823,12980,1
827,11354,3
828,5717,1
831,14288,1
831,14355,2
836,8530,1
839,14458,1
840,8524,1
843,11427,2
848,8095,1
852,14660,1
852,8403,1
854,12130,1
854,13182,1
859,12133,1
859,14953,1
861,11809,1
862,13878,1
863,9860,1
868,8929,2
874,14073,1
877,14342,1
880,10104,1
885,11970,1
886,11941,1
888,10738,1
888,8704,1
890,7950,8
894,10827,1
898,8625,2
898,9149,1
903,14724,1
905,10802,1
915,1664,2
916,10881,1
922,12090,1
932,10499,1
935,11970,7
941,13696,2
942,9554,1
944,9382,1
946,8841,1
947,13258,1
947,11034,2
948,11242,1
960,8352,4
968,12214,1
975,14258,1
977,9250,1
978,8610,1
981,14612,1
984,12646,1
986,9115,2
989,12674,1
990,10574,1
990,14396,1
1003,8896,1
1012,8221,1
1017,12178,2
1024,14893,2
1031,12665,3
1032,10517,2
1041,11944,1
1041,10376,1
1044,7864,1
1050,14993,1
1051,13128,2
1053,10011,1
1055,11942,1
1058,11342,1
1067,11665,1
1068,11736,1
1069,7542,1
1071,12858,1
1077,7706,2
1083,8449,1
1085,13097,1
1085,10528,1
1090,9231,1
1096,9697,1
1096,11108,1
1100,7503,5
1101,9357,1
1105,14861,2
1106,12305,4
1116,9251,1
1118,14302,1
1124,14891,1
1127,13470,1
1133,11869,1
1138,13884,1
1141,10491,1
1143,14333,6
1147,8011,1
1147,12222,2
1148,9591,1
1149,3170,1
1150,11218,1
1157,14715,3
1157,14412,2
1157,11225,1
1157,11560,1
1159,13952,1
1163,11670,1
1165,10620,1
1167,8088,1
1174,9098,1
1180,10246,1
1183,13364,1
1194,12033,1
1195,8700,1
1197,14587,3
1207,10046,1
1208,14654,1
1210,9487,1
1223,14970,1
1224,10708,1
1227,12558,1
1230,13720,1
1236,10580,1
1239,14005,1
1239,10484,1
1243,8483,3
1247,11623,1
1247,13521,1
1251,8916,2
1254,9263,1
1257,8654,1
1258,7922,1
1261,12548,2
1267,3956,1
1268,13707,1
1270,3760,2
