source,target,weight
2,11745,1
3,9733,1
6,12020,2
7,9686,1
10,11797,1
13,11589,1
15,10616,3
16,14091,2
17,7562,1
21,13335,1
21,13452,1
21,11409,1
24,10372,1
25,10536,1
26,14532,1
29,11992,1
34,14618,3
39,11443,1
41,10860,7
43,12023,1
49,10810,1
51,11119,4
54,10633,3
56,9546,6
58,12136,3
58,11347,1
59,12091,2
60,8577,1
62,8301,1
65,13829,1
70,9023,1
70,12408,2
77,8852,1
90,12728,1
92,12586,1
95,11562,1
97,11905,1
100,5494,1
106,9399,1
109,3236,1
109,3387,1
113,11274,1
115,9026,1
119,13223,1
132,9828,2
138,9422,1
146,13091,5
150,8003,1
150,8281,1
152,11959,1
157,14429,1
160,13860,1
162,10981,1
165,14773,1
169,3392,1
172,7933,1
187,9844,1
194,12711,1
194,9786,2
199,12996,1
201,2546,1
204,9739,2
208,10532,1
208,12401,1
209,14941,1
211,10103,1
212,8599,1
215,14507,1
222,13865,1
228,11560,1
237,13536,2
248,8796,1
251,12793,1
253,8892,1
254,14697,1
255,8600,1
256,12040,2
257,7776,2
259,11536,1
259,8230,1
261,13454,1
262,13004,1
265,12101,1
272,8307,3
273,8690,7
274,8133,1
275,7782,2
282,9283,1
284,8668,1
287,7765,1
289,10859,1
291,8141,1
292,1026,4
298,12285,1
298,8532,1
311,7727,3
312,9407,2
313,13743,1
315,7913,2
318,10969,5
321,9418,1
324,9467,1
324,10137,1
330,11787,1
332,13460,3
335,8280,3
336,10459,1
337,12573,3
340,12005,1
343,8113,1
345,9392,1
347,11527,1
353,13740,1
358,8675,1
359,9903,1
363,9264,1
365,7563,1
367,8632,1
370,13496,1
370,10193,2
375,12803,1
377,9420,1
378,10797,1
378,11049,1
379,13627,4
381,3510,1
384,11758,1
390,13221,1
397,11257,1
403,8565,1
403,14930,1
406,10920,1
412,8912,1
418,13504,1
421,10448,1
421,8364,1
425,9849,1
426,7861,1
427,8992,3
431,12789,2
438,11741,1
443,10189,1
443,8957,1
443,8502,1
453,11305,1
454,11955,1
461,13702,1
465,14515,1
472,8637,1
473,7829,1
478,12681,1
479,11763,2
