source,target,weight
3,9733,1
3,12104,2
4,9040,1
7,9686,1
8,11319,2
19,14546,2
21,13452,1
21,11409,1
27,13273,1
29,11992,1
31,4129,1
34,14618,1
38,14088,1
41,10860,1
43,12023,1
50,11013,1
51,11119,1
57,8694,1
58,12136,3
59,12091,1
62,8301,1
75,13169,1
77,8852,1
80,10471,4
81,14843,2
84,9829,1
84,14251,2
94,11879,1
96,9268,1
97,11905,3
98,9831,1
101,14910,1
105,12852,1
107,9639,1
108,11915,1
108,13286,1
108,9651,1
113,12217,1
113,11274,1
115,703,1
116,9512,1
116,12657,8
118,8415,2
120,12121,1
123,13188,1
125,8833,1
129,14932,1
130,12583,1
132,9770,1
136,142,1
138,9422,1
141,11188,1
143,8787,1
146,13062,1
146,13091,1
147,14923,1
149,14189,1
149,10577,1
149,10241,1
150,13517,3
153,14295,2
156,14823,1
158,10586,1
160,13860,2
169,2155,1
172,7933,3
176,13229,1
181,4785,1
182,7539,1
202,10605,3
214,11673,1
222,13865,2
229,8505,2
230,14155,1
237,13536,3
238,8761,1
241,13477,2
244,13317,1
245,14126,1
257,7776,2
259,8230,1
261,12035,1
262,13004,1
263,8894,1
266,11537,2
271,14205,1
277,11794,1
278,14251,2
278,13432,5
283,12708,1
285,11332,1
289,14551,1
297,14403,1
298,12285,3
302,7940,1
303,11403,1
304,13803,1
304,10639,1
306,11096,17
311,7727,1
316,9695,1
317,13415,1
318,10969,1
319,2155,1
322,12994,1
325,13594,1
326,7642,1
335,8578,1
342,9194,1
345,11525,3
349,13533,2
357,13875,1
363,9264,1
367,8632,3
370,13496,4
373,11678,2
374,9335,3
375,12803,2
377,14323,1
377,8923,1
378,10797,1
379,13144,1
384,11758,1
387,6118,1
392,8556,2
395,8590,1
397,10230,1
400,8446,2
403,14930,1
408,12146,1
417,11076,2
421,10448,2
425,9849,1
430,5354,1
431,12789,1
435,9422,2
443,10189,1
443,13578,1
445,10379,1
450,12681,1
452,7951,1
454,11955,2
457,13095,3
458,8978,1
459,13786,2
459,14554,2
460,13383,1
466,13283,1
469,9879,1
470,7831,1
475,10273,1
476,14073,1
477,12830,1
478,12681,1
480,13574,3
486,12197,2
487,7645,3
495,13618,1
496,12378,1
497,8697,3
499,13410,2
501,2217,1
504,7613,1
504,13361,4
506,11250,1
509,13090,5
511,10843,4
512,12444,1
514,10073,2
522,10556,1
523,13350,1
524,13543,3
530,12039,5
534,12876,1
537,10542,2
541,14089,1
549,9763,1
551,12239,1
553,2132,1
554,9597,2
555,13065,10
562,14686,1
562,13593,2
565,14163,1
566,11509,1
567,13787,1
569,13101,1
570,12698,1
571,13831,1
572,8504,1
576,2917,1
578,14227,1
579,14678,1
582,8329,3
585,9285,1
594,14615,1
599,12687,1
601,14691,2
603,8937,2
603,13142,2
606,13737,1
606,1371,1
607,11432,1
610,14045,1
611,9824,1
618,8117,1
619,12486,4
622,5496,1
623,14980,4
624,4356,1
625,11458,1
628,14716,1
628,11984,1
633,13318,2
638,10623,1
639,13356,1
643,14528,1
645,8948,1
649,9625,4
650,9269,1
650,9086,2
654,3886,1
656,11064,2
656,3921,2
657,13976,1
657,8095,1
657,10033,1
659,8685,1
664,13697,3
668,11116,1
676,2973,1
677,13057,1
683,11616,1
686,14742,2
695,8714,3
697,13703,1
703,14664,1
706,12864,1
708,8334,1
709,12538,1
712,11452,1
714,14381,1
715,10783,2
719,1496,1
720,9555,1
721,7533,1
721,14626,1
722,11203,2
729,13337,2
730,11179,1
735,8345,3
736,13162,1
745,13094,1
748,8570,2
749,8136,1
753,13813,1
767,7788,1
768,8427,1
771,8674,2
776,13419,1
782,13114,1
786,11386,5
787,13974,1
788,7630,1
789,13847,2
791,13433,5
794,11012,1
796,14249,2
798,7795,1
798,13611,1
799,8327,1
800,13812,2
801,12749,1
807,10765,1
817,10367,1
818,9017,1
825,13351,1
825,11564,1
831,13525,1
831,14288,1
831,14299,2
834,14597,1
843,11427,1
846,11249,1
847,12935,1
850,11892,3
851,8531,1
852,14660,3
854,12130,2
855,8088,1
859,11845,1
864,13120,1
866,955,1
866,13942,1
868,8929,1
868,11432,1
869,7711,1
873,9263,2
877,14342,2
881,13471,1
888,10738,1
889,9535,3
890,7950,1
894,10827,1
895,6949,1
898,8027,1
898,8227,1
904,3828,1
905,10242,1
906,13293,1
912,1453,1
920,12452,1
925,9599,1
926,12108,2
929,10309,1
936,1708,1
939,10852,1
941,13696,1
947,11034,4
948,11242,3
953,9966,1
954,3499,1
961,12193,1
963,11788,1
968,12214,1
969,13038,2
970,13982,2
975,14258,3
976,14839,1
979,13846,1
990,11243,1
996,10833,1
996,12484,1
1001,14001,1
1002,8374,1
1004,9918,1
1008,11724,1
1009,9596,1
1012,8563,1
1012,12145,1
1013,3173,1
1015,10600,1
1016,8824,1
1020,5128,1
1023,12385,2
1028,11060,3
1029,11066,1
1029,8188,1
1031,8925,1
1032,10517,2
1039,13903,1
1041,10376,2
1044,12778,1
1055,11942,2
1057,8920,1
1063,10252,1
1068,11736,2
1071,12858,1
1072,12943,1
1074,12058,2
1083,9806,1
1084,6981,1
1084,2595,1
1085,13097,1
1089,9323,1
1089,7588,1
1090,9231,9
1094,12084,1
1096,9697,3
1098,5231,1
1105,9791,1
1106,12305,5
1116,9251,2
1117,10495,1
1136,14863,1
1137,14972,1
1137,10677,1
1138,10875,2
1139,8606,1
1140,13185,1
1142,7501,3
1143,14333,1
1147,11010,1
1150,11218,1
1155,9778,1
1161,8874,1
1162,8847,2
1165,10620,1
1165,10957,1
1168,12869,1
1170,12572,1
1172,8674,1
1174,9098,1
1175,11632,1
1184,12285,1
1190,11581,1
1196,11874,1
1197,14587,1
1204,13683,1
1204,14896,2
1219,14866,2
1222,6807,1
1227,10977,1
1228,2690,1
1231,13700,1
1235,8213,1
1239,14005,1
1240,6594,1
1241,12694,4
1243,8483,1
1244,12249,2
1247,11623,1
1251,8916,1
1255,10327,5
1257,8654,1
1258,8181,1
1261,12548,3
1264,12796,1
1267,3956,1
1269,13382,1
1270,3760,1
1273,10685,1
1276,8817,3
1278,14268,1
1282,13540,1
1288,9234,1
1288,11734,1
1292,9747,1
1300,13450,2
1303,8034,2
1305,7056,1
1313,7795,1
1315,13331,1
1315,8677,2
1316,13640,2
1318,12663,1
1321,7783,1
1323,10843,1
1324,10276,1
1329,11896,1
1338,3469,1
1341,11306,13
1347,13854,1
1348,14807,1
1352,8442,1
1353,12561,1
1357,11696,1
1359,14577,2
1360,8250,1
1366,12389,1
1367,13102,3
1369,12655,2
1377,9223,1
1378,12734,1
1380,10562,1
1386,9902,7
1398,10455,1
1400,13958,1
1401,14951,1
1403,7538,1
1404,11710,1
1406,3330,1
1408,2855,1
1419,2363,1
1422,12898,1
1427,13156,1
1428,11540,2
1433,12546,2
1435,3951,1
1443,10458,1
1444,9878,1
1450,9926,1
1452,4284,1
1453,1851,2
1457,9571,1
1461,8518,1
1463,14677,1
1466,9483,1
1468,13989,1
1475,14695,1
1485,12696,7
1485,8583,2
1488,1759,1
1497,9330,1
1497,8693,1
1501,5993,1
1503,8707,10
1503,12759,1
1504,11225,1
1505,8687,1
1506,8980,1
1508,10650,1
1517,2920,1
1522,2435,1
1523,8029,1
1526,13032,1
1528,11457,4
1529,12105,2
1531,7726,1
1533,10639,1
1536,14417,3
1539,10840,2
1552,13440,1
1559,1977,1
1562,2643,1
1565,11457,2
1567,14169,1
1568,12272,3
1569,13853,1
1570,9425,1
1571,14580,1
1578,7067,1
1586,14212,1
1587,9975,1
1589,14252,1
1591,9633,1
1601,12292,1
1602,8290,1
1608,10805,1
1616,11125,1
1619,13027,1
1622,14821,1
1625,14275,1
1627,14059,1
1628,13758,1
1633,10883,1
1636,14846,2
1641,8766,2
1643,12916,1
1644,14409,1
1649,8737,1
1650,11611,1
1654,1861,1
1657,13087,2
1657,7664,3
1658,8008,1
1663,12545,3
1663,14213,1
1667,11977,1
1674,7513,1
1677,14533,1
1679,13321,1
1680,14150,2
1681,14418,10
1684,14961,1
1687,12284,1
1689,7877,1
1690,11088,2
1698,4906,1
1700,6484,1
1702,14320,1
1703,14884,1
1704,10806,1
1705,3444,1
1706,9619,1
1710,14935,1
1719,12475,1
1721,11197,1
1728,12350,4
1729,12494,1
1733,14373,2
1734,12848,2
1735,13042,2
1738,8166,1
1744,9699,1
1744,12271,1
1748,10167,2
1749,7632,1
1755,13228,2
1767,14596,1
1769,12019,1
1770,12597,1
1770,7671,1
1774,14872,1
1778,12382,1
1780,8612,2
1788,8512,1
1794,4785,2
1796,8715,1
1797,7863,1
1798,9003,1
1801,7827,1
1809,11956,1
1810,12709,1
1810,14731,1
1813,14460,1
1820,6065,1
1824,8930,1
1827,8191,1
1827,12756,1
1829,9096,6
1842,13136,1
1846,8471,3
1852,13732,1
1856,8673,2
1858,14767,2
1860,10516,1
1864,9629,1
1869,11162,4
1875,12099,1
1876,9024,1
1881,8308,1
1882,12499,1
1886,10878,2
1886,11054,1
1890,8482,1
1891,12451,1
1892,11612,12
1898,7657,2
1899,9927,1
1900,8477,1
1901,10200,1
1904,14344,1
1906,14474,3
1907,13931,1
1908,12720,1
1910,11098,2
1924,12104,3
1927,9917,1
1937,12186,1
1940,8665,1
1942,12469,1
1946,12493,1
1949,7020,1
1950,5424,2
1952,8591,1
1956,14069,1
1962,10168,1
1964,10510,2
1964,9977,1
1968,13103,1
1969,11277,2
1969,13500,1
1973,11604,2
1978,9005,1
1981,10053,1
1991,9473,1
1993,8773,2
1993,11967,1
1996,10408,2
1998,10042,1
2000,7532,1
2006,11077,2
2009,14339,1
2010,9645,1
2012,14808,1
2016,9530,2
2020,8828,1
2021,7699,1
2021,14845,1
2028,13780,1
2029,10583,1
2031,9502,1
2048,9653,2
2053,8361,2
2055,12668,1
2057,8332,1
2057,13924,1
2062,10303,1
2064,11262,1
2064,8569,2
2066,12195,2
2073,14219,1
2073,6043,1
2075,14923,1
2078,14164,1
2088,10908,1
2090,9709,1
2092,13189,1
2094,4734,1
2097,14095,1
2100,9932,1
2104,13436,1
2106,14994,4
2107,4484,1
2110,11941,2
2119,14726,6
2120,11961,1
2122,13933,1
2127,14323,2
2130,14027,1
2134,13258,1
2138,12552,1
2149,12402,1
2152,8436,1
2153,7814,4
2155,11713,1
2156,14586,2
2158,7892,1
2160,12961,2
2160,12878,2
2161,7507,1
2164,3158,1
2165,9921,3
2169,13685,1
2169,12647,1
2173,14332,1
2183,8616,2
2184,9594,1
2190,8270,1
2191,9089,1
2192,12832,1
2200,10717,1
2200,9266,1
2205,9895,1
2205,13762,1
2206,13086,1
2207,14582,1
2208,10753,1
2210,6753,1
2211,13714,1
2231,13976,3
2234,8252,1
2235,3131,1
2236,14071,1
2242,9171,1
2242,14294,1
2244,13512,2
2245,9029,1
2246,14180,2
2253,10579,2
2258,9692,1
2267,9948,1
2267,9521,1
2271,10074,17
2273,8007,3
2276,11703,2
2276,13485,1
2277,10870,1
2278,9258,1
2288,11431,1
2294,12463,1
2295,9720,2
2298,7874,1
2304,9867,1
2307,9738,1
2315,9002,1
2323,9662,1
2324,9394,1
2326,12201,2
2328,8899,1
2330,7621,1
2332,10293,1
2334,9431,1
2334,11889,1
2337,13316,1
2337,11941,2
2340,11260,1
2341,13719,1
2356,10748,1
2357,14240,2
2361,9825,1
2362,10141,1
2364,8329,3
2367,9821,2
2368,7736,1
2376,6821,1
2377,12246,1
2380,8561,1
2381,10105,1
2385,14835,1
2388,11939,1
2393,10240,2
2396,9701,1
2404,11080,2
2406,8617,1
2414,12143,1
2417,9684,1
2418,8545,1
2420,14692,1
2424,4108,1
2425,11025,2
2427,9002,1
2427,8361,1
2428,7775,1
2432,12649,1
2435,4197,1
2435,3989,1
2444,12869,2
2448,12629,1
2449,12024,1
2458,10794,1
2464,11330,1
2472,12645,1
2475,9547,1
2478,14011,1
2480,11136,1
2482,8986,1
2489,9915,1
2491,11623,1
2497,9077,1
2510,14127,1
2511,11713,1
2513,14425,1
2514,12221,1
2518,10879,1
2519,13799,2
2528,13295,1
2529,8845,1
2538,8855,1
2539,11965,1
2543,12115,1
2545,8960,1
2545,8682,1
2548,10606,1
2551,11509,2
2555,11880,1
2558,11579,1
2559,13382,2
2560,13401,2
2561,12372,1
2563,8962,1
2566,9017,1
2567,12257,1
2568,11244,1
2570,14657,1
2571,10030,1
2572,11195,1
2573,12164,1
2581,9076,2
2583,11927,3
2593,13669,3
2594,8478,1
2594,13025,1
2596,7694,1
2600,9718,1
2612,11068,6
2622,14736,1
2627,13495,1
2627,11053,1
2635,10544,2
2640,14679,1
2643,10088,1
2643,4889,1
2644,8330,1
2644,10752,2
2647,14717,4
2651,8781,10
2658,7886,3
2660,13447,1
2663,8906,1
2671,13628,2
2677,11846,1
2681,10011,1
2685,10529,1
2688,12787,1
2694,10659,1
2698,11505,2
2702,9320,1
2704,10036,6
2706,5350,1
2706,6762,1
2707,13137,1
2708,11940,2
2715,14062,1
2716,9187,1
2720,14122,1
2723,8394,1
2725,10197,1
2727,11535,2
2728,10584,1
2734,13883,1
2739,13162,1
2746,10368,1
2748,11321,1
2749,13177,3
2749,8847,1
2753,9325,2
2753,14181,1
2759,8429,1
2762,7567,4
2767,11476,1
2771,14192,1
2779,11893,1
2780,9594,3
2781,13760,2
2790,12821,6
2792,10688,1
2794,7511,2
2799,8526,3
2801,11061,2
2803,10685,1
2807,11232,1
2812,14917,1
2814,12711,1
2814,12031,1
2835,11686,1
2837,9845,1
2839,13777,1
2841,13439,1
2842,9927,1
2844,11951,2
2847,7596,2
2847,8271,3
2849,13408,2
2851,10974,1
2854,9569,1
2856,13346,1
2857,14872,1
2859,10537,1
2865,9358,2
2870,9971,1
2873,10876,1
2876,8161,1
2881,11469,9
2890,9114,1
2893,12114,1
2895,11350,1
2898,10776,1
2900,7744,6
2902,8660,1
2903,5564,1
2918,9142,1
2918,8562,1
2935,12256,1
2937,8988,1
2941,14172,1
2942,8877,2
2947,10274,1
2952,10262,1
2954,8160,1
2954,10129,2
2962,14454,1
2964,14788,1
2965,10570,1
2967,9659,1
2979,12079,1
2985,12258,1
2991,9465,1
2992,8794,1
2993,9310,1
2997,11300,1
3000,8577,1
3001,8106,2
3001,8727,1
3002,12997,1
3004,10548,2
3004,9370,1
3007,11299,1
3013,13622,1
3015,8391,1
3015,13109,3
3017,9914,1
3019,13518,1
3021,12791,1
3026,14383,1
3029,12868,1
3035,10473,2
3037,12373,1
3040,9857,2
3044,11291,1
3054,11600,1
3065,11041,2
3072,10546,1
3074,8422,1
3077,12320,1
3079,11251,2
3082,10481,1
3082,9388,1
3083,7563,4
3085,13560,1
3086,13300,1
3087,9485,1
3090,13844,1
3092,12834,2
3093,5194,1
3095,8399,1
3099,11583,3
3103,12471,1
3110,9995,1
3124,11220,1
3126,13251,2
3127,13056,1
3128,13292,1
3133,7530,1
3137,8254,1
3137,8816,1
3141,10478,1
3156,9348,1
3162,13739,3
3164,10876,1
3169,8830,1
3183,11450,1
3184,10507,1
3187,10977,1
3189,10079,1
3192,13898,1
3200,11586,3
3203,7742,1
3208,8195,1
3209,9405,1
3210,8703,1
3211,13019,1
3212,10835,1
3218,14589,1
3219,8590,1
3234,13130,3
3237,14310,1
3237,12578,1
3237,12612,1
3238,10237,2
3245,8511,3
3247,7791,1
3249,11033,1
3249,8740,1
3250,7335,1
