source,target,weight
5,376,2
7,9686,1
12,12954,5
15,10616,1
18,11630,1
19,14546,1
26,14532,1
28,11689,1
29,10887,1
37,8698,1
41,10860,1
45,13327,3
51,11119,1
56,9546,2
59,12091,1
62,8301,1
71,9391,1
77,8852,6
79,7929,1
80,10471,1
81,10627,1
81,13810,1
85,12443,1
90,12728,2
94,11879,1
101,14910,3
102,13648,1
106,10163,1
108,14222,1
109,3387,1
111,7712,1
114,9834,2
115,10505,1
116,9997,1
116,12657,2
118,8415,1
121,7802,1
122,7640,1
123,7939,1
127,8341,1
130,11989,1
132,9770,1
133,14018,1
141,12979,1
142,4903,1
146,13062,1
146,13091,2
147,14923,2
149,14189,2
155,9788,4
156,9126,1
157,14429,1
159,13399,1
166,12135,3
172,7933,1
181,4785,1
186,11718,1
187,7865,1
189,14966,1
194,13087,1
194,10200,1
195,10858,2
202,8535,2
214,9836,1
218,6118,1
225,3048,2
226,14466,1
235,10416,1
237,12996,2
241,7598,1
245,14126,1
247,12443,1
254,14697,1
259,8230,1
261,13454,1
265,12101,1
272,8307,2
278,14251,3
278,13432,1
280,12107,1
281,8084,1
282,10130,1
282,13223,1
282,11089,1
283,12708,1
289,10859,1
290,11188,1
291,8141,1
291,10077,1
294,10831,2
297,14403,2
298,13213,1
298,8532,1
301,8446,1
302,7940,1
302,12507,1
306,11096,1
311,7727,1
313,13743,2
314,8820,1
315,7913,1
317,12332,1
318,10969,1
318,7720,1
319,2155,1
325,13594,7
328,13017,1
329,8950,1
331,7813,1
331,8890,1
332,13460,2
334,12715,1
336,10459,1
337,9635,1
343,8900,1
344,14077,1
347,11527,1
349,7606,1
350,14607,3
350,13589,1
353,13740,1
355,13779,1
355,13334,1
358,10472,1
359,9903,1
363,9264,1
364,10216,5
367,8632,1
369,1701,1
371,11107,3
372,12313,1
373,11678,1
378,10797,2
379,13627,7
383,13941,1
384,11758,5
385,419,2
390,13221,1
392,8556,1
397,10230,2
397,11257,1
398,13243,1
399,7992,1
407,14772,3
407,13749,1
408,12146,1
409,6506,1
420,8051,1
421,14385,2
421,10448,1
424,11720,1
431,12789,1
432,12646,1
434,12579,1
435,9422,1
436,14723,1
443,10189,1
443,8957,3
449,12086,1
454,11955,2
456,5444,3
459,13786,2
459,12533,1
464,12405,1
465,11247,1
468,12572,1
469,9879,1
477,12830,1
484,8932,1
488,8619,1
488,8199,1
494,13551,1
498,14073,1
499,13410,3
500,14581,1
504,13361,2
506,12643,1
509,12225,1
509,13090,1
514,10073,2
514,11311,1
515,10407,1
518,13562,1
520,14107,1
520,6648,1
524,13543,6
527,1070,1
528,7756,1
530,12039,3
534,12876,3
545,14245,2
548,12163,2
551,12239,1
553,1418,1
561,12755,1
563,14384,1
567,13787,1
568,14913,1
569,13101,1
569,9018,1
580,10330,1
582,8329,1
585,14115,1
589,12585,1
593,13915,1
594,14615,4
595,9538,2
599,12687,1
600,12967,1
603,13142,3
605,10244,1
614,12307,2
626,8601,1
628,11984,1
629,8503,3
634,11157,2
640,7634,1
641,11672,1
652,9813,2
656,11064,1
657,13976,1
666,8946,1
668,11116,1
676,2973,2
