source,target,weight
0,12561,1
7,9686,2
11,4218,1
12,12954,1
15,10616,1
17,7562,1
19,14546,5
26,12143,2
27,13273,1
27,10381,1
35,9006,1
38,14088,2
39,11933,1
43,12023,1
45,13327,1
47,10910,1
51,11119,1
53,8539,1
56,9546,1
60,13074,1
62,8301,1
65,13829,1
70,12408,1
77,8852,2
80,10471,1
81,10627,2
94,11879,2
98,9831,1
101,14910,1
102,7724,1
106,10163,1
107,9639,4
108,14222,2
111,7712,1
113,8677,1
114,9834,1
115,10505,1
115,7606,1
116,9997,4
116,12657,5
117,12113,2
119,13223,1
123,7939,2
125,8833,2
126,10533,1
127,8341,1
127,14821,1
129,8334,1
130,12583,1
130,11989,1
139,14873,1
142,4903,3
146,13062,1
146,13091,1
149,14189,1
149,10241,1
150,13517,1
155,9788,3
165,14773,1
172,7933,3
176,13229,1
179,10222,1
186,11718,3
187,9844,1
202,8535,2
203,11131,1
208,12401,1
212,8599,1
214,9836,1
218,6118,1
220,14361,1
226,14466,1
228,11560,2
230,11244,1
235,10416,1
238,8761,1
240,9313,1
241,7598,1
244,14805,1
245,3387,1
245,3444,1
245,14126,1
247,12443,4
256,12040,1
256,10502,1
259,8230,2
260,11121,1
261,13454,1
262,13004,1
266,8729,2
268,13509,1
272,9317,1
279,13119,1
281,8084,1
282,13552,1
282,10130,1
284,8668,1
285,11332,1
287,7765,1
288,10594,2
290,11188,1
291,10077,2
292,1026,3
293,12150,1
297,14403,2
298,12285,1
298,8532,1
302,7940,2
302,12507,1
306,11096,2
314,8820,1
317,9944,1
317,12332,1
325,13594,2
329,8950,1
330,11787,2
331,8890,1
332,13460,1
336,10459,1
340,12005,1
342,8684,1
347,11527,1
349,7606,1
350,14607,1
353,13740,5
355,13779,1
357,13051,1
363,9264,1
365,7563,1
372,12313,1
374,9335,1
378,9145,1
378,10797,3
378,11049,1
384,11758,1
385,419,1
386,12105,1
387,6118,1
395,8070,1
399,7992,1
401,4610,1
407,13749,1
408,12146,1
417,11076,1
427,8992,2
430,5354,2
432,12646,1
434,12579,2
435,9422,1
441,12661,1
443,10189,1
443,8957,3
443,8502,1
447,11532,1
454,11955,2
456,5444,1
458,8978,1
459,13786,1
459,12533,2
464,10686,1
466,13283,1
468,12572,1
470,7831,1
473,7829,1
475,14998,1
477,12830,1
484,8932,1
497,8697,2
498,10896,1
504,13361,2
510,14702,1
514,10073,1
518,13562,2
522,10556,1
524,13543,1
525,14852,1
534,8235,2
536,13789,2
537,10542,1
538,7853,1
541,14089,1
545,14245,1
550,11958,1
551,12239,1
552,7985,1
553,2132,1
561,12755,1
565,14163,1
567,13787,1
568,14913,4
570,12698,2
572,8504,1
574,12910,1
575,7572,1
580,10330,1
580,9345,1
581,10377,1
582,8329,5
585,14115,1
593,13915,1
594,14615,7
595,9538,1
603,13142,7
606,13737,1
609,12599,1
610,14045,1
614,12307,1
619,12486,1
622,857,1
623,12738,1
623,12880,1
626,8815,1
628,14716,4
629,8503,2
632,9891,1
633,14563,1
639,13356,1
640,13102,1
641,11672,1
645,12318,1
646,13955,2
650,9269,1
650,12606,1
657,10033,1
663,14479,1
664,13697,2
666,8946,1
666,10719,3
668,11116,1
673,11648,2
676,2973,1
677,14816,1
678,7797,1
679,7589,3
686,14742,2
688,11697,1
693,11740,1
696,12261,2
697,13703,1
700,9385,1
704,12510,2
705,8529,1
705,9380,1
705,13518,1
707,8367,1
707,8791,2
708,8334,3
709,12538,2
709,7914,1
712,11452,1
720,9555,3
729,14108,1
733,13540,1
734,13518,1
735,8345,1
736,13162,1
738,13785,1
740,11777,2
741,8532,3
742,14193,1
743,12669,3
749,8136,1
750,13310,1
756,12427,1
758,8321,1
761,9940,1
765,9909,1
774,14063,1
775,3596,1
775,4050,1
776,13419,1
783,10474,2
784,5667,1
788,7630,1
791,14907,1
795,10466,1
795,11765,2
797,13445,2
806,14928,1
810,8334,1
811,7591,1
