source,target,weight
2,11745,1
3,9733,1
6,8706,2
8,11319,1
10,11797,1
11,4218,1
12,12954,2
14,13218,1
16,14091,2
17,7562,1
18,12083,2
21,13335,1
24,10372,1
25,10536,2
27,13273,1
30,9181,1
34,14618,3
39,11443,2
41,10860,4
47,10910,1
54,10633,1
56,9546,1
58,12136,4
70,9023,1
70,12408,1
71,9391,1
74,12444,1
76,11859,1
77,8852,11
81,13810,1
82,14337,2
90,12728,5
94,11879,1
95,11562,2
97,11905,3
100,5494,1
104,9897,1
106,9399,1
113,12217,1
113,11274,1
116,9997,1
116,12657,1
121,7802,12
122,7640,1
138,9422,1
146,13091,6
149,14189,1
150,8003,2
154,11248,1
160,8109,1
162,10981,1
164,10306,1
172,7933,3
176,13229,1
181,6469,1
186,11718,2
194,13087,1
194,9786,1
194,10932,2
195,10858,1
196,13469,1
197,11255,1
199,12996,1
199,8774,4
201,2546,1
203,8721,2
204,9739,1
205,13081,1
208,10532,1
209,14169,1
211,10103,3
216,12184,3
222,13865,1
227,12990,2
228,11560,1
231,8300,2
235,10416,1
237,13536,1
239,8374,1
244,14805,1
248,13810,1
254,14697,1
256,12040,1
259,11536,1
259,8230,5
262,13004,2
272,8307,2
273,8690,1
278,14251,1
278,11170,1
279,13119,9
282,9403,1
285,11332,1
289,14551,1
291,8141,1
292,1026,3
293,12150,1
294,10831,2
297,14403,1
298,12285,2
300,9344,1
302,12507,1
311,7727,3
312,9407,2
314,8820,1
315,7913,2
316,11101,1
317,13415,1
318,10969,3
318,7720,1
320,339,1
325,13594,1
326,7642,1
331,7813,1
332,13460,4
337,12573,1
343,8113,2
347,11527,1
350,14607,1
353,9303,3
355,10203,1
357,13875,1
370,10193,1
377,12241,1
378,10797,3
379,13627,2
395,8070,1
398,10417,2
399,7992,1
403,8565,2
403,14930,1
412,8912,1
420,9379,1
421,8364,1
427,8992,5
431,12789,2
437,7834,1
440,11462,1
441,12661,1
443,10189,1
443,8957,1
448,8836,2
452,7951,1
453,11305,1
459,13786,1
459,12533,1
461,11651,3
465,13375,1
465,14515,1
468,12572,1
480,13574,1
481,9162,1
483,10277,1
