source,target,weight
6,12020,2
7,9686,1
11,6908,1
13,11589,2
14,13218,1
15,10148,1
19,14546,2
21,13335,1
21,13452,1
21,11409,1
21,10123,1
24,10372,1
26,14350,1
29,11992,1
45,13327,8
47,10910,3
77,8852,3
82,12477,2
89,13271,2
90,12728,3
97,12755,4
97,11905,2
98,9831,1
108,11915,2
110,10075,1
112,10394,2
113,12217,2
115,10505,1
115,9026,1
115,703,1
116,9997,2
119,13223,1
125,9695,1
126,10533,1
127,8341,2
127,14821,1
132,9828,2
132,10861,1
147,14923,1
149,10577,14
151,4043,1
156,9126,1
163,10882,1
164,10306,1
166,12135,2
185,13346,2
186,11718,1
187,7865,1
190,7295,1
194,9786,2
197,11255,1
199,8774,1
200,13818,1
201,2546,1
203,8721,1
203,11131,2
204,9739,8
206,11623,1
207,7764,2
210,9187,1
216,12184,1
220,14361,1
232,401,1
238,8761,1
244,14805,1
248,13810,2
249,13938,1
254,14796,1
259,11536,1
261,14732,1
263,12765,1
263,8894,3
265,12101,1
272,8307,3
273,8690,1
275,7782,1
278,10666,1
278,13432,2
279,13119,1
281,8084,2
282,13552,1
282,9148,1
282,11131,3
282,12089,1
283,12708,2
293,12150,2
297,14403,3
298,12285,1
302,7940,2
302,12507,1
303,11403,1
319,1374,2
321,9418,1
325,13594,1
326,7642,2
332,13460,1
333,812,3
336,10459,1
341,2060,2
345,11525,1
350,13589,2
358,10472,2
366,9872,1
367,8632,1
370,13496,1
370,13888,1
373,11678,1
375,12803,2
377,8923,1
378,10797,1
378,13020,1
379,13627,2
383,13941,3
390,14211,1
390,13221,1
397,11257,1
409,6506,1
417,11076,1
421,8364,1
424,11720,1
435,9422,1
437,12593,2
437,7834,1
442,10207,1
443,10189,1
443,8957,4
445,10379,1
446,2524,1
448,8836,1
450,14101,2
453,11305,1
454,11955,1
456,5444,2
457,13095,1
459,14554,2
461,13702,1
462,7123,1
465,11247,2
468,12572,1
468,8602,1
471,8521,1
472,8637,1
473,7829,2
474,14955,1
475,10273,1
479,11763,1
480,13574,2
481,9162,1
482,14878,1
482,10911,1
484,8932,1
486,12197,2
487,7645,1
488,8619,1
488,8199,1
495,14725,1
498,14073,2
498,10896,1
499,13410,1
504,7613,1
509,7875,1
509,13090,1
512,12444,1
514,10073,1
520,2336,1
522,8520,1
522,14690,3
524,13543,1
528,7756,1
534,8235,1
536,13789,2
546,14828,1
550,11958,1
552,7985,1
553,6485,1
560,11957,1
561,12755,1
563,8597,1
571,10818,2
571,13895,1
574,12910,1
575,14734,1
575,11900,1
580,10330,1
581,10377,3
582,8329,1
591,11372,1
592,10774,1
594,14615,1
601,14691,2
606,13737,1
609,12599,1
612,4656,1
617,8199,2
620,7817,1
622,5496,1
622,3377,6
628,11984,1
636,9337,1
638,10623,1
639,8945,3
641,11672,1
644,10505,1
646,13955,1
649,9625,1
650,9269,1
650,9086,1
657,10033,3
666,10719,2
673,11648,3
675,8468,1
683,11616,1
685,14567,2
685,14082,4
693,11740,1
695,8714,1
696,12261,1
700,9385,2
708,8334,1
712,11452,1
714,14381,1
715,7840,1
720,12180,1
721,14626,2
721,10966,1
721,14749,1
722,11203,1
724,8284,13
725,13462,1
725,13826,1
726,9517,1
730,10646,1
734,13518,1
735,11009,1
735,8345,1
736,13162,1
738,13785,1
738,14174,1
741,8532,1
747,12302,1
749,8408,1
750,13310,2
761,9940,3
