source,target,weight
0,7500,1
2,6255,1
3,9733,1
6,8706,2
7,9686,1
8,11319,1
10,8410,3
13,11589,1
14,13218,1
17,12396,1
19,14546,1
21,13452,1
21,11409,1
22,5771,1
24,10372,2
26,14532,2
26,14124,2
29,11992,1
34,14618,1
35,9006,1
39,11933,1
41,10860,2
52,11262,1
54,10633,1
57,8694,1
58,12136,1
58,11347,1
75,13169,1
77,8852,1
82,12477,1
85,12443,3
89,13271,1
90,12728,3
91,9088,1
94,11879,1
97,12755,1
97,11905,3
100,5494,1
101,14910,1
110,10301,1
111,11067,1
113,12217,2
114,9834,2
115,7606,1
115,9026,1
115,703,1
115,3074,2
116,9997,8
116,12657,2
120,12121,4
126,10533,1
127,14821,1
128,12339,1
130,12583,1
139,14873,1
141,8582,1
150,8003,4
175,14952,1
179,10222,4
183,7707,1
186,11718,1
187,7865,1
189,14966,1
190,7295,1
194,9786,1
195,10858,1
199,8774,1
203,11131,2
204,9739,6
206,11623,1
207,7764,1
210,9187,1
212,8599,1
215,14507,2
220,14361,2
221,10728,2
234,1949,1
236,11788,2
237,13536,4
246,11857,1
248,8796,1
248,13810,2
249,13938,5
254,13865,1
254,14796,1
255,8600,1
259,8230,1
260,11121,3
261,14732,1
262,13004,1
265,12101,1
266,11537,1
268,13509,1
272,8307,1
273,8690,1
278,1947,1
278,13432,3
281,8084,2
282,13552,1
282,11131,1
282,12089,1
283,12708,2
287,7765,1
291,14942,1
292,1026,1
294,10831,1
296,5327,1
297,14403,10
298,12285,10
302,12507,2
310,14435,3
316,14471,1
318,10969,4
321,9418,1
325,13594,1
332,13460,4
333,812,1
340,12005,1
341,2060,1
349,13533,1
362,12938,1
366,9872,1
367,8632,2
370,13888,1
374,9335,1
375,12803,1
377,8923,1
377,13503,1
378,13020,1
379,13627,3
382,12198,1
383,13941,1
386,10129,1
388,13835,1
390,14211,3
393,7973,2
397,10230,1
399,7992,1
400,8446,1
406,10920,1
410,13840,1
414,11684,1
414,14759,1
416,14186,1
426,7861,1
427,8992,2
434,12579,1
435,9422,1
436,9354,3
437,12593,1
437,7834,1
440,11462,1
442,10207,1
443,8957,7
445,10182,1
446,2524,1
454,11955,1
459,8368,1
461,13702,1
461,11651,1
464,10686,1
465,11247,1
465,14515,1
468,12572,1
468,8602,2
470,9346,1
471,8521,1
472,8637,2
477,12830,1
478,12681,1
479,11763,2
480,13574,1
480,11093,1
484,8932,2
485,12120,1
487,7645,1
488,8199,1
495,13808,1
498,14073,1
498,10896,1
499,13410,2
501,1872,1
504,7613,2
507,13951,1
511,10843,6
514,10073,2
518,13562,1
524,13543,1
527,1070,1
529,13888,1
531,9979,2
537,14690,1
546,14828,1
550,11958,1
551,12239,1
564,8473,1
566,11509,1
571,10818,2
571,13895,1
572,8504,1
577,13514,2
578,14227,1
580,9345,1
581,10377,1
584,2553,1
592,10774,1
594,14615,3
595,8084,1
598,2620,1
600,10885,1
606,13737,1
612,4656,1
619,8102,1
622,3377,6
628,14716,5
628,11984,1
633,13318,1
634,11157,1
639,8945,3
643,9779,1
646,13955,1
654,913,1
657,10033,2
660,14032,1
