source,target,weight
0,7500,1
2,6255,1
2,11745,1
3,9733,1
6,8706,2
7,9686,1
8,11319,1
11,4218,2
11,6908,1
12,12954,1
13,11589,1
15,10616,2
19,14546,1
20,14356,1
21,13335,1
21,13452,1
21,10123,1
26,14532,1
27,13273,1
32,10017,1
35,9006,1
39,11443,1
45,13327,1
48,11390,3
55,12584,1
61,8134,1
64,10309,1
72,845,1
73,10393,1
75,13169,3
81,10627,1
82,12477,1
84,14251,1
90,12728,3
94,11879,2
97,12755,1
97,11905,3
100,5494,1
106,9399,1
108,13286,1
111,11067,1
112,10394,2
115,703,1
116,9997,5
119,13223,1
120,12121,3
126,10533,1
128,10146,1
132,10861,1
134,10892,1
137,13869,2
139,14873,1
145,10006,1
146,13062,1
147,14923,1
149,10577,1
160,8109,1
166,12135,1
171,13588,1
181,4785,1
185,13346,2
186,11718,2
187,7865,1
194,9786,1
197,11255,2
201,2546,1
203,11131,1
204,9739,18
206,11623,1
210,9187,1
216,12184,1
220,14361,5
221,10728,1
225,2693,1
226,14466,2
231,8300,1
232,401,1
233,10499,1
235,10416,1
236,11788,1
237,13536,3
238,11559,1
245,3387,1
249,13938,1
253,8892,1
254,13865,1
254,14796,1
260,11121,1
262,7578,1
263,8894,1
272,8307,3
273,8690,1
277,11794,2
281,8084,3
282,11131,1
282,12089,1
284,8668,1
296,5327,3
297,14403,1
298,12285,1
302,7940,2
302,12507,4
306,11096,1
310,14435,1
312,9407,1
314,8820,1
315,7913,2
318,10969,1
321,9418,1
332,13460,1
336,10459,1
338,8197,1
349,7606,1
349,13533,1
353,13740,1
364,10216,1
365,7563,1
366,9872,1
367,8632,4
370,13888,1
374,13239,1
374,9335,1
375,12803,5
377,8923,1
378,10797,1
379,13627,3
382,12198,1
383,13941,2
390,10374,1
407,11117,1
410,13840,1
414,11684,1
417,9313,1
422,11878,1
424,11720,2
427,8992,1
430,5354,1
435,9422,7
436,9354,1
440,11462,1
442,10207,1
443,10189,1
443,8957,2
444,11447,1
445,10182,1
445,10379,1
448,8836,1
452,11506,1
458,8978,1
461,11651,1
466,13283,1
468,8602,1
471,8521,1
473,7829,2
474,14955,1
476,14073,1
477,12830,4
479,11763,2
480,13574,2
482,10911,1
485,12120,1
487,7645,2
490,12103,1
499,13410,1
509,7875,1
509,11266,1
511,10843,2
512,12444,1
520,7863,1
520,2336,2
524,13543,2
529,13888,2
530,12039,2
537,10542,1
546,14828,1
561,12755,2
563,8597,2
565,14163,1
574,12910,2
577,13514,5
580,10330,2
580,9345,1
581,10377,1
589,14794,1
593,13915,2
594,14615,2
602,875,1
604,6059,1
609,12599,1
614,12307,1
617,8199,3
618,8117,1
620,11900,1
622,3377,4
628,11984,1
633,13318,1
634,12063,1
635,7521,1
638,10623,2
640,13102,1
641,11672,1
650,9269,1
654,11408,1
657,13976,1
657,10033,5
659,8685,1
660,14032,7
673,11648,3
678,7797,1
679,7589,2
684,11969,3
685,14567,2
686,14742,2
688,11697,1
693,11740,1
695,8714,1
698,9953,2
700,9385,1
701,11680,1
708,8334,1
709,12538,1
710,3456,1
712,11452,1
715,7840,2
