source,target,weight
2,11745,1
3,9733,2
4,9040,1
7,9686,2
12,12954,2
13,11589,2
14,13218,1
16,14091,2
18,11630,1
21,11409,1
21,10123,1
25,10536,1
26,12143,1
26,10561,2
27,13273,2
28,11689,1
30,9181,1
35,9006,1
36,8656,1
37,8698,1
41,10860,2
46,9920,1
53,8539,2
56,9546,1
57,8694,2
64,8791,1
67,14166,1
75,13169,4
80,10471,1
89,13271,2
90,12728,5
95,11562,1
97,11905,1
98,9831,1
105,10591,1
110,10301,1
111,7712,1
112,10394,2
115,703,1
115,3074,1
122,7640,3
127,14821,1
128,12339,5
130,12583,3
131,5738,3
132,9828,1
133,14018,1
134,10892,1
141,12979,1
145,10006,2
146,13062,1
146,13091,3
147,14923,2
149,10577,1
150,8003,6
150,8281,1
157,14429,1
159,13399,1
160,13860,1
166,12135,1
186,11718,1
187,9844,1
194,10200,2
195,10858,3
197,11255,1
200,13818,2
201,2546,1
203,8721,1
207,7764,1
208,10532,1
208,13888,1
208,12401,1
210,9187,2
211,7695,1
211,10103,1
231,8300,1
235,10416,2
241,13477,1
244,13317,1
249,13938,2
265,12101,1
267,12277,2
272,8307,1
278,10666,1
279,13119,1
280,12107,1
282,12721,1
282,13172,1
284,8668,2
286,7725,1
287,7765,1
289,10859,2
291,14942,1
293,12150,1
294,10831,3
297,14403,1
298,12285,2
300,7887,1
310,14435,1
317,13415,1
319,1862,3
326,12151,1
327,8116,1
329,9072,3
330,8338,1
331,7813,1
334,12715,1
334,9651,1
337,12573,3
338,8197,2
340,12005,2
343,8113,3
344,14077,1
345,9392,1
350,10888,1
353,9303,2
355,13779,1
355,10203,1
356,10312,1
356,11187,2
356,12547,2
360,4162,1
378,10797,1
378,13020,1
380,12717,1
381,527,1
383,13941,1
388,13835,1
397,10230,1
397,11257,1
401,6839,1
408,12146,2
412,8912,2
416,14186,1
417,11076,2
422,12601,4
430,7039,1
431,12789,1
432,12646,1
442,10207,1
445,10379,1
454,11955,1
459,12533,1
461,11651,1
464,12405,1
465,14515,2
473,7829,1
475,12551,1
476,14073,2
479,11763,1
480,11093,1
482,14878,2
482,10911,5
483,10277,1
484,8932,1
486,12197,5
487,7645,1
495,13808,1
496,12378,1
497,8697,6
499,13410,1
504,13361,1
509,8163,1
509,12225,1
520,9818,2
520,7863,1
522,10556,2
522,13051,1
528,13267,1
533,13108,1
534,8235,1
534,12876,1
536,7707,1
536,12291,1
537,10542,1
537,13696,1
542,13807,1
549,9763,2
553,6485,1
562,14686,6
562,13593,1
565,14163,1
566,12004,1
567,13787,1
568,14913,3
572,8504,1
574,12910,1
577,13514,2
580,10330,1
582,8329,2
585,9285,1
588,11598,1
594,14615,2
599,12687,1
601,12691,1
605,10244,1
610,14045,2
623,12880,1
628,11984,1
629,8503,2
630,1477,1
631,11372,1
633,13318,1
633,14563,1
634,11157,1
634,12063,1
635,9741,1
638,10623,1
639,8945,2
640,7634,1
643,8333,1
644,10505,2
645,8948,1
645,1675,1
647,11127,1
652,9813,1
654,913,2
657,13976,2
662,10000,1
666,8946,1
668,11116,2
671,9840,1
677,14816,1
678,7797,2
684,11969,1
685,14082,1
686,14742,3
688,11697,2
692,11445,1
693,11740,1
695,8714,1
696,12261,1
698,9248,1
702,8009,1
703,14664,1
707,8791,1
708,8334,2
712,11452,1
715,12401,1
721,7533,1
721,10966,2
726,8602,1
726,12523,1
729,12620,1
735,11009,1
739,14424,1
743,12669,2
749,8136,1
754,14445,1
755,11877,1
761,14012,1
762,12076,2
765,12303,1
773,12674,4
774,14063,2
776,13419,1
781,6148,1
789,13847,1
790,9295,1
791,11786,1
793,10615,1
794,13488,1
794,7752,1
795,11765,17
796,13695,1
796,14249,5
