source,target,weight
6,12020,1
6,8706,1
7,9686,2
12,12954,15
15,10616,7
19,14546,1
21,13335,1
27,13273,1
35,9006,2
38,14088,1
41,10860,1
43,12023,1
45,13327,1
46,14278,1
53,8539,1
57,8694,2
62,8301,1
70,12408,1
72,10396,1
77,8852,2
80,10471,2
85,12443,1
90,12728,2
94,11879,2
97,8344,1
98,9831,1
101,14910,1
107,9639,1
108,14222,1
110,8033,1
113,12217,1
113,11274,1
114,9834,1
115,10505,1
115,7606,1
115,3074,1
116,9997,1
116,12657,1
117,12113,1
119,13223,1
121,7802,1
122,7640,1
123,7939,2
126,10533,1
129,8334,1
133,14018,1
139,14873,2
145,10006,1
146,13062,1
146,13091,1
150,8003,1
152,13126,1
155,9788,7
156,9126,2
159,13399,3
169,3392,1
181,4785,1
185,13346,1
186,11718,2
189,14966,1
194,9786,1
204,9739,5
207,7764,1
207,9471,1
220,14361,1
226,14466,1
227,8253,2
231,9178,1
232,401,1
235,10416,1
237,12996,1
244,14805,2
245,3387,3
245,3444,1
245,14126,2
254,14796,1
259,11536,1
259,8230,1
260,11121,1
263,12765,1
263,8894,1
265,12101,1
266,8729,1
268,13509,1
272,8307,1
273,8690,1
278,14251,6
292,1026,1
294,10831,1
300,7887,1
302,7940,1
307,14286,5
309,12922,1
311,7727,1
314,8820,1
318,10969,1
325,13594,1
326,12151,1
329,9072,1
330,11787,1
331,7813,1
336,10459,2
342,8684,1
343,8900,1
344,14077,1
350,14607,1
350,13589,1
353,9303,1
353,14393,1
353,13740,1
357,13051,1
358,8675,1
362,12938,1
363,9264,1
364,10216,4
367,8632,3
368,14426,1
376,2891,1
378,10797,1
378,9337,1
379,13627,3
383,13941,1
384,11758,1
387,6118,1
390,14211,1
391,8021,1
407,14772,1
408,12146,2
411,7887,1
414,14759,1
417,11076,3
424,11720,1
426,7861,1
427,8992,2
430,7039,1
431,12789,4
432,12646,1
434,12579,1
435,9422,1
436,14723,1
443,10189,1
443,8957,1
445,10379,1
449,12086,1
454,11955,4
459,13786,1
464,12405,1
466,13283,1
475,14998,1
477,12830,1
478,12681,1
479,11763,5
481,9162,1
483,14856,1
484,8932,1
488,8619,1
497,8697,2
499,13410,1
500,14581,1
504,7613,1
504,13361,2
509,13090,3
518,13562,4
527,1070,2
531,9979,1
536,13789,2
538,7853,2
545,14245,3
548,12163,1
550,11958,1
561,12755,1
568,14913,1
569,13101,1
569,9018,4
570,12698,1
572,8504,2
574,12910,1
578,14227,4
582,8329,2
584,964,1
587,14104,2
589,14794,1
589,12585,3
590,1982,1
592,10774,1
594,14615,10
598,2620,1
599,12687,2
601,14691,1
603,8937,1
603,13142,3
606,13737,1
614,12307,2
619,12486,1
623,12880,1
628,14716,4
628,11984,2
629,8503,2
634,11157,1
639,13356,1
645,12318,1
650,9269,1
650,9086,1
652,9813,2
654,913,1
662,10847,1
664,13697,1
666,8946,1
666,10719,1
668,11116,1
673,11648,1
676,2973,2
677,13220,1
678,7797,1
679,7589,1
681,8715,1
686,14742,1
689,9651,2
691,6661,1
696,12261,1
697,9007,1
702,8009,1
704,12510,1
708,8334,2
709,12538,1
712,11452,1
713,1319,1
718,8780,1
720,9555,2
723,1419,2
729,14108,2
730,10995,1
734,13518,1
736,13162,2
740,11777,4
741,8532,1
743,12669,5
749,8136,1
750,13310,2
754,9387,1
756,12427,1
761,9940,1
765,12303,1
767,7788,1
771,8674,1
773,12674,1
783,10474,3
786,11386,1
788,7630,1
789,13847,1
791,13433,1
793,10615,1
795,11765,3
796,14249,1
797,13445,1
798,7795,1
806,14928,1
814,13823,1
816,5749,1
821,11134,1
823,10205,1
825,13351,1
829,7849,1
830,10774,1
831,14355,2
834,14985,1
836,8530,1
840,10817,1
841,12766,1
842,9564,1
843,11427,2
