source,target,weight
6,12020,2
6,8706,3
9,9037,1
10,8410,1
14,10497,1
15,10616,1
21,13452,1
26,14532,1
26,12143,3
33,13485,1
36,9520,1
38,14088,3
39,11443,1
39,11933,1
41,10860,1
46,9920,1
49,10810,2
51,11119,1
53,8539,4
58,12136,1
59,12091,2
61,8567,1
74,12444,1
77,8852,3
82,12477,3
84,13949,1
86,14815,1
89,13271,1
93,9968,1
105,10591,1
106,9399,1
107,9639,1
108,11915,1
113,11274,1
114,9834,3
115,1514,1
116,9512,3
116,9997,2
116,12657,5
119,13223,1
120,12121,1
121,11078,1
121,7802,1
122,7640,1
126,10911,1
136,142,3
141,8582,1
145,10006,1
147,14923,3
149,14189,1
150,8003,1
152,13126,1
159,10657,1
159,13399,2
160,8109,2
163,10882,2
166,12135,1
169,2155,1
172,7933,1
176,8206,1
181,4785,2
182,7539,4
183,7707,1
187,7865,1
188,10269,1
190,7295,1
195,10858,1
204,9739,6
205,13081,1
208,12401,4
220,8480,2
226,14466,3
231,9178,2
247,12443,1
248,8796,1
255,9408,1
257,7776,1
263,12765,1
273,8690,1
275,7782,1
278,1947,1
279,13351,1
280,12107,2
283,12708,1
285,11332,1
287,7765,1
296,5327,1
297,14403,1
298,13213,1
298,8532,1
306,12857,1
308,9588,1
311,7727,2
314,9084,1
315,7913,2
320,339,1
321,9418,6
325,13594,1
326,7642,1
332,13460,1
332,10815,2
334,12715,1
338,8197,1
341,2060,1
344,14077,2
345,11525,1
348,14517,1
348,9386,1
349,13533,1
353,13556,5
358,8675,1
360,4162,1
363,9264,2
367,8632,1
377,8923,1
381,3510,1
382,14984,1
383,13941,1
385,7011,1
390,10374,1
390,13221,1
393,7973,1
395,8070,1
400,8446,1
401,6839,1
403,8565,1
406,10920,1
411,7887,1
418,13504,1
421,14385,1
421,10448,1
422,9792,1
425,9849,1
426,7861,4
430,3236,1
438,11741,3
442,10207,4
442,8297,1
443,13578,1
446,2524,1
447,11532,1
452,11506,1
454,11955,2
456,5444,1
457,13095,1
459,13786,1
461,9492,1
464,12405,1
470,9346,1
473,7829,4
475,14998,1
478,12681,1
479,11763,1
484,8932,1
486,12197,3
488,8619,1
495,13808,1
497,8697,1
498,14073,1
498,10896,1
501,2217,1
501,1872,1
504,7613,2
505,12589,1
509,13090,3
514,11311,1
518,13562,1
520,14107,1
520,6175,1
520,3295,1
521,11118,2
524,13543,5
528,13267,1
530,12039,4
534,8235,1
536,13789,1
537,10542,2
539,13840,1
546,14828,1
555,13065,3
560,10308,2
563,8597,4
565,14163,1
567,13787,1
568,14913,1
572,8504,1
574,1026,1
579,14678,1
587,14104,1
591,11372,1
601,14691,1
603,8937,1
606,13737,2
609,12599,1
618,8117,1
621,10568,1
623,14980,1
623,12880,1
628,14716,9
628,11984,1
629,8503,9
633,13318,1
640,13102,1
643,13934,1
645,1675,1
646,13955,5
654,913,1
654,3886,1
656,11064,1
657,10033,2
659,8685,1
664,13697,3
683,11616,2
696,12261,2
697,9007,1
698,9953,1
703,1129,1
707,8367,1
708,8334,1
709,12538,3
713,5365,1
720,12180,3
720,9555,3
721,10966,1
723,1419,1
725,13826,1
730,10995,1
734,14365,1
735,11009,3
736,13162,1
740,11777,2
741,8532,1
742,14193,1
742,4085,1
748,8570,1
750,13310,1
753,13813,1
755,14883,1
758,8798,1
767,7788,1
775,8375,1
776,13419,1
779,7426,1
789,12916,1
791,13433,2
793,10382,1
795,11765,1
798,13611,1
800,12035,1
800,13402,1
801,12749,2
818,9393,1
821,9256,1
821,11134,1
824,10254,4
827,11354,13
831,13525,4
831,14299,1
832,13435,1
836,8530,1
839,14458,2
840,10817,1
841,12766,1
846,11249,1
852,6587,2
852,9468,1
854,7690,1
856,13476,1
856,13508,1
864,13120,1
865,1496,3
867,10159,1
872,1522,1
878,11484,1
880,10104,2
883,14036,1
888,8704,1
889,9535,1
890,7950,1
898,8227,1
900,10501,1
908,12127,1
912,1453,5
915,1664,1
921,7523,1
922,12090,1
926,12108,1
